,Declared Date,Dividend Amount,Dividend Frequency,Dividend Type,Ex-Date,Payable Date,Record Date,security
243,2001-01-26,0.35,Monthly,Regular Cash,2001-02-07,2001-02-20,2001-02-10,/bbgid/BBG000NV1YC6
244,2001-01-04,0.05,Monthly,Special Cash,2001-01-08,2001-01-20,2001-01-10,/bbgid/BBG000NV1YC6
245,2001-01-04,0.35,Monthly,Regular Cash,2001-01-08,2001-01-20,2001-01-10,/bbgid/BBG000NV1YC6
246,2000-11-30,0.35,Monthly,Regular Cash,2000-12-06,2000-12-20,2000-12-10,/bbgid/BBG000NV1YC6
247,2000-11-30,0.05,Monthly,Special Cash,2000-12-06,2000-12-20,2000-12-10,/bbgid/BBG000NV1YC6
248,2000-10-31,0.45,Monthly,Special Cash,2000-11-08,2000-11-20,2000-11-10,/bbgid/BBG000NV1YC6
249,2000-10-31,0.3,Monthly,Regular Cash,2000-11-08,2000-11-20,2000-11-10,/bbgid/BBG000NV1YC6
250,2000-09-29,0.3,Monthly,Regular Cash,2000-10-05,2000-10-20,2000-10-10,/bbgid/BBG000NV1YC6
251,2000-08-31,0.3,Monthly,Regular Cash,2000-09-06,2000-09-20,2000-09-10,/bbgid/BBG000NV1YC6
252,2000-07-31,0.3,Monthly,Regular Cash,2000-08-08,2000-08-20,2000-08-10,/bbgid/BBG000NV1YC6
253,2000-07-31,0.13,Monthly,Special Cash,2000-08-08,2000-08-20,2000-08-10,/bbgid/BBG000NV1YC6
254,2000-06-30,0.3,Monthly,Regular Cash,2000-07-06,2000-07-20,2000-07-10,/bbgid/BBG000NV1YC6
255,2000-06-13,0.166667,None,Stock Split,2000-06-14,,2000-06-14,/bbgid/BBG000NV1YC6
256,2000-05-19,0.3,Monthly,Regular Cash,2000-05-30,2000-06-15,2000-06-01,/bbgid/BBG000NV1YC6
257,2000-04-26,0.3,Monthly,Regular Cash,2000-04-27,2000-05-15,2000-05-01,/bbgid/BBG000NV1YC6
258,2000-04-26,0.24,Monthly,Special Cash,2000-04-27,2000-05-15,2000-05-01,/bbgid/BBG000NV1YC6
259,2000-03-20,0.3,Monthly,Regular Cash,2000-03-28,2000-04-15,2000-04-01,/bbgid/BBG000NV1YC6
260,2000-02-18,0.3,Monthly,Regular Cash,2000-02-28,2000-03-15,2000-03-01,/bbgid/BBG000NV1YC6
261,2000-01-20,0.06,Monthly,Special Cash,2000-01-28,2000-02-15,2000-02-01,/bbgid/BBG000NV1YC6
262,2000-01-20,0.3,Monthly,Regular Cash,2000-01-28,2000-02-15,2000-02-01,/bbgid/BBG000NV1YC6
263,1999-12-20,0.3,Monthly,Regular Cash,1999-12-28,2000-01-15,2000-01-01,/bbgid/BBG000NV1YC6
264,1999-10-20,0.12,Monthly,Special Cash,1999-10-28,1999-11-15,1999-11-01,/bbgid/BBG000NV1YC6
265,1999-10-20,0.24,Monthly,Regular Cash,1999-10-28,1999-11-15,1999-11-01,/bbgid/BBG000NV1YC6
266,1999-09-20,0.24,Monthly,Regular Cash,1999-09-29,1999-10-15,1999-10-01,/bbgid/BBG000NV1YC6
267,1999-08-23,0.18,Monthly,Regular Cash,1999-08-30,1999-09-15,1999-09-01,/bbgid/BBG000NV1YC6
268,1999-07-20,0.15,Monthly,Regular Cash,1999-07-29,1999-08-15,1999-08-01,/bbgid/BBG000NV1YC6
269,1999-07-20,0.15,Monthly,Special Cash,1999-07-29,1999-08-15,1999-08-01,/bbgid/BBG000NV1YC6
270,1999-06-18,0.15,Monthly,Regular Cash,1999-06-29,1999-07-15,1999-07-01,/bbgid/BBG000NV1YC6
271,1999-05-20,0.15,Monthly,Regular Cash,1999-05-28,1999-06-15,1999-06-01,/bbgid/BBG000NV1YC6
272,1999-04-30,0.3,Monthly,Special Cash,1999-05-06,1999-05-20,1999-05-10,/bbgid/BBG000NV1YC6
273,1999-04-20,0.18,Monthly,Regular Cash,1999-04-28,1999-05-15,1999-05-01,/bbgid/BBG000NV1YC6
274,1999-03-18,0.15,Monthly,Regular Cash,1999-03-30,1999-04-15,1999-04-01,/bbgid/BBG000NV1YC6
0,2020-04-29,0.015625,Quarter,Regular Cash,2020-06-29,2020-07-14,2020-06-30,/bbgid/BBG000C44CB4
1,2020-02-13,0.0125,Quarter,Regular Cash,2020-03-30,2020-04-14,2020-03-31,/bbgid/BBG000C44CB4
2,2019-10-24,0.01,Quarter,Regular Cash,2019-12-30,2020-01-14,2019-12-31,/bbgid/BBG000C44CB4
3,2019-07-25,0.01,Quarter,Regular Cash,2019-09-27,2019-10-15,2019-09-30,/bbgid/BBG000C44CB4
4,2019-05-01,0.005,Quarter,Regular Cash,2019-06-27,2019-07-12,2019-06-28,/bbgid/BBG000C44CB4
5,2019-02-14,0.005,Quarter,Regular Cash,2019-03-28,2019-04-12,2019-03-29,/bbgid/BBG000C44CB4
6,2018-10-25,0.005,Quarter,Regular Cash,2018-12-27,2019-01-11,2018-12-28,/bbgid/BBG000C44CB4
7,2018-07-26,0.005,Quarter,Regular Cash,2018-09-27,2018-10-12,2018-09-28,/bbgid/BBG000C44CB4
8,2018-05-02,0.005,Quarter,Regular Cash,2018-06-28,2018-07-13,2018-06-29,/bbgid/BBG000C44CB4
9,2018-02-15,0.005,Quarter,Regular Cash,2018-03-28,2018-04-13,2018-03-29,/bbgid/BBG000C44CB4
10,2017-10-26,0.005,Quarter,Regular Cash,2017-12-28,2018-01-12,2017-12-29,/bbgid/BBG000C44CB4
11,2017-07-27,0.005,Quarter,Regular Cash,2017-09-28,2017-10-13,2017-09-29,/bbgid/BBG000C44CB4
12,2017-05-03,0.005,Quarter,Regular Cash,2017-06-28,2017-07-14,2017-06-30,/bbgid/BBG000C44CB4
13,2017-02-16,0.005,Quarter,Regular Cash,2017-03-29,2017-04-13,2017-03-31,/bbgid/BBG000C44CB4
14,2016-10-27,0.005,Quarter,Regular Cash,2016-12-28,2017-01-13,2016-12-30,/bbgid/BBG000C44CB4
15,2016-11-17,0.0625,None,Rights Issue,2016-11-23,,2016-11-25,/bbgid/BBG000C44CB4
16,2016-07-28,0.004936,Quarter,Regular Cash,2016-09-28,2016-10-14,2016-09-30,/bbgid/BBG000C44CB4
17,2016-05-04,0.004936,Quarter,Regular Cash,2016-06-28,2016-07-14,2016-06-30,/bbgid/BBG000C44CB4
18,2016-02-18,0.004936,Quarter,Regular Cash,2016-03-29,2016-04-14,2016-03-31,/bbgid/BBG000C44CB4
19,2015-10-29,0.014807,Quarter,Regular Cash,2015-12-29,2016-01-14,2015-12-31,/bbgid/BBG000C44CB4
20,2015-07-30,0.014807,Quarter,Regular Cash,2015-09-28,2015-10-14,2015-09-30,/bbgid/BBG000C44CB4
21,2015-04-28,0.014807,Quarter,Regular Cash,2015-06-26,2015-07-14,2015-06-30,/bbgid/BBG000C44CB4
22,2015-02-11,0.014807,Quarter,Regular Cash,2015-03-27,2015-04-14,2015-03-31,/bbgid/BBG000C44CB4
23,2014-10-29,0.014807,Quarter,Regular Cash,2014-12-29,2015-01-15,2014-12-31,/bbgid/BBG000C44CB4
24,2014-07-30,0.037017,Quarter,Regular Cash,2014-09-26,2014-10-14,2014-09-30,/bbgid/BBG000C44CB4
25,2014-04-29,0.037017,Quarter,Regular Cash,2014-06-26,2014-07-14,2014-06-30,/bbgid/BBG000C44CB4
26,2014-02-18,0.037017,Quarter,Regular Cash,2014-03-27,2014-04-14,2014-03-31,/bbgid/BBG000C44CB4
27,2013-10-29,0.064164,Quarter,Regular Cash,2013-12-27,2014-01-14,2013-12-31,/bbgid/BBG000C44CB4
28,2013-07-31,0.064164,Quarter,Regular Cash,2013-09-26,2013-10-11,2013-09-30,/bbgid/BBG000C44CB4
29,2013-04-30,0.064164,Quarter,Regular Cash,2013-06-26,2013-07-12,2013-06-28,/bbgid/BBG000C44CB4
30,2013-02-20,0.064164,Quarter,Regular Cash,2013-03-26,2013-04-11,2013-03-28,/bbgid/BBG000C44CB4
31,2012-10-29,0.064164,Quarter,Regular Cash,2012-12-27,2013-01-14,2012-12-31,/bbgid/BBG000C44CB4
32,2012-06-18,0.064164,Quarter,Regular Cash,2012-09-26,2012-10-12,2012-09-28,/bbgid/BBG000C44CB4
33,2012-05-01,0.054292,Quarter,Regular Cash,2012-06-27,2012-07-13,2012-06-29,/bbgid/BBG000C44CB4
34,2012-02-22,0.054292,Quarter,Regular Cash,2012-03-28,2012-04-13,2012-03-30,/bbgid/BBG000C44CB4
35,2011-11-02,0.049357,Quarter,Regular Cash,2011-12-28,2012-01-13,2011-12-30,/bbgid/BBG000C44CB4
36,2011-05-10,0.044421,Quarter,Regular Cash,2011-09-28,2011-10-14,2011-09-30,/bbgid/BBG000C44CB4
37,2011-05-03,0.029614,Quarter,Regular Cash,2011-06-28,2011-07-14,2011-06-30,/bbgid/BBG000C44CB4
38,2011-02-24,0.029614,Quarter,Regular Cash,2011-03-29,2011-04-14,2011-03-31,/bbgid/BBG000C44CB4
39,2010-11-03,0.029614,Quarter,Regular Cash,2010-12-29,2011-01-14,2010-12-31,/bbgid/BBG000C44CB4
40,2010-11-03,0.009871,None,Special Cash,2010-11-09,2010-11-26,2010-11-12,/bbgid/BBG000C44CB4
41,2010-08-04,0.019743,Quarter,Regular Cash,2010-09-28,2010-10-14,2010-09-30,/bbgid/BBG000C44CB4
42,2010-05-05,0.014807,Quarter,Regular Cash,2010-06-28,2010-07-14,2010-06-30,/bbgid/BBG000C44CB4
43,2010-03-04,0.009871,Quarter,Regular Cash,2010-03-29,2010-04-14,2010-03-31,/bbgid/BBG000C44CB4
44,2009-11-05,0.009871,Quarter,Regular Cash,2009-12-29,2010-01-14,2009-12-31,/bbgid/BBG000C44CB4
45,2009-09-01,0.009871,Quarter,Regular Cash,2009-09-28,2009-10-14,2009-09-30,/bbgid/BBG000C44CB4
46,2009-06-18,0.009871,Quarter,Regular Cash,2009-06-26,2009-07-14,2009-06-30,/bbgid/BBG000C44CB4
47,2009-03-04,0.009871,Quarter,Regular Cash,2009-03-27,2009-04-14,2009-03-31,/bbgid/BBG000C44CB4
48,2008-12-18,0.009871,Monthly,Regular Cash,2008-12-29,2009-01-14,2008-12-31,/bbgid/BBG000C44CB4
49,2008-11-06,0.009871,Monthly,Regular Cash,2008-11-26,2008-12-15,2008-11-28,/bbgid/BBG000C44CB4
50,2008-10-07,0.009871,Monthly,Regular Cash,2008-10-29,2008-11-14,2008-10-31,/bbgid/BBG000C44CB4
51,2008-08-07,0.009871,Monthly,Regular Cash,2008-09-26,2008-10-14,2008-09-30,/bbgid/BBG000C44CB4
52,2008-08-07,0.009871,Monthly,Regular Cash,2008-08-27,2008-09-15,2008-08-29,/bbgid/BBG000C44CB4
53,2008-07-16,0.009871,Monthly,Regular Cash,2008-07-29,2008-08-14,2008-07-31,/bbgid/BBG000C44CB4
54,2008-05-07,0.029614,Quarter,Regular Cash,2008-06-26,2008-07-14,2008-06-30,/bbgid/BBG000C44CB4
55,2008-03-06,0.009871,Quarter,Regular Cash,2008-03-27,2008-04-14,2008-03-31,/bbgid/BBG000C44CB4
56,2007-12-21,0.009871,Quarter,Regular Cash,2007-12-27,2008-01-14,2007-12-31,/bbgid/BBG000C44CB4
57,2007-09-21,0.009871,Quarter,Regular Cash,2007-09-26,2007-10-12,2007-09-28,/bbgid/BBG000C44CB4
58,2007-06-26,0.009871,Quarter,Regular Cash,2007-06-27,2007-07-16,2007-06-29,/bbgid/BBG000C44CB4
59,2007-03-19,0.009871,Quarter,Regular Cash,2007-03-28,2007-04-16,2007-03-30,/bbgid/BBG000C44CB4
60,2006-12-15,0.009871,Quarter,Regular Cash,2006-12-27,2007-01-16,2006-12-29,/bbgid/BBG000C44CB4
61,2006-08-09,0.009871,Quarter,Regular Cash,2006-09-27,2006-10-13,2006-09-30,/bbgid/BBG000C44CB4
62,2003-08-18,0.035894,None,Misc,2003-08-19,,,/bbgid/BBG000C44CB4
