,Declared Date,Dividend Amount,Dividend Frequency,Dividend Type,Ex-Date,Payable Date,Record Date,security
0,2019-10-25,0.09875,Monthly,Regular Cash,2020-02-13,2020-02-27,2020-02-14,/bbgid/BBG000BSR5N9
1,2019-10-25,0.09875,Monthly,Regular Cash,2020-01-14,2020-01-30,2020-01-15,/bbgid/BBG000BSR5N9
2,2019-10-25,0.09875,Monthly,Regular Cash,2019-12-12,2019-12-30,2019-12-13,/bbgid/BBG000BSR5N9
0,2019-12-04,0.044,Quarter,Regular Cash,2020-01-09,2020-02-07,2020-01-10,/bbgid/BBG000P87B57
0,2019-11-06,-2.4245362661989844e-14,Suspend,Discontinued,2019-12-30,,,/bbgid/BBG000BDSQB8
0,2019-11-22,0.1,Quarter,Regular Cash,2019-12-19,2020-01-10,2019-12-20,/bbgid/BBG000BM3CJ8
0,2019-11-26,0.1125,Quarter,Regular Cash,2019-12-10,2020-01-02,2019-12-11,/bbgid/BBG000BC26P7
0,2019-10-29,0.01,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG00MT78G46
0,2019-10-31,0.08,Quarter,Regular Cash,2019-12-12,2020-01-03,2019-12-13,/bbgid/BBG000HHH6J1
1,2019-10-31,0.25,Quarter,Special Cash,2019-12-12,2020-01-03,2019-12-13,/bbgid/BBG000HHH6J1
0,2019-11-21,0.17,Monthly,Regular Cash,2019-12-13,2019-12-27,2019-12-16,/bbgid/BBG000PRZNN8
0,2019-10-01,0.0833,Monthly,Regular Cash,2019-12-20,2019-12-30,2019-12-23,/bbgid/BBG004MYLHK9
0,2019-10-18,0.06,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000C20FG0
0,2019-11-07,0.5825,Quarter,Regular Cash,2019-12-10,2020-01-02,2019-12-11,/bbgid/BBG000BZYZB2
0,2019-11-01,0.1,Quarter,Regular Cash,2019-12-31,2020-02-03,2020-01-02,/bbgid/BBG000BX2YN2
0,2019-10-30,0.18,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000LK07B3
0,2019-11-26,1.16,Quarter,Regular Cash,2019-12-31,2020-02-10,2020-01-02,/bbgid/BBG000BC4JJ4
0,2019-11-20,0.07,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG008N1HXP6
0,2019-11-18,0.1725,Quarter,Regular Cash,2020-01-02,2020-01-31,2020-01-03,/bbgid/BBG000BVD6X4
0,2019-12-05,0.105,Quarter,Regular Cash,2020-01-07,2020-01-17,2020-01-08,/bbgid/BBG000BFF550
0,2019-12-03,0.15,Quarter,Regular Cash,2019-12-30,2020-01-08,2019-12-31,/bbgid/BBG0093LLBM8
0,2019-12-05,0.675,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000BGPVW0
0,2019-10-29,0.25,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000BCZL41
0,2019-11-04,0.33,Quarter,Regular Cash,2019-12-30,2020-01-17,2019-12-31,/bbgid/BBG001NQ7774
0,2019-11-06,0.1,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000C15T59
0,2019-11-26,0.62,Quarter,Regular Cash,2019-12-30,2020-01-13,2019-12-31,/bbgid/BBG000G6Y5W4
0,2019-11-14,0.2,Monthly,Regular Cash,2020-02-27,2020-03-13,2020-02-28,/bbgid/BBG000PKMTW4
1,2019-11-14,0.2,Monthly,Regular Cash,2020-01-30,2020-02-14,2020-01-31,/bbgid/BBG000PKMTW4
2,2019-11-14,0.2,Monthly,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000PKMTW4
0,2019-11-13,0.11,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000BXWF96
0,2019-11-05,0.04,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000J00LT0
0,2019-10-30,0.1,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000BLRP41
0,2019-11-05,0.18,Semi-Anl,Regular Cash,2019-12-19,2020-01-07,2019-12-20,/bbgid/BBG000BBLQV7
0,2019-10-10,0.71,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000BH37H2
0,2019-10-23,0.5,Quarter,Regular Cash,2019-12-10,2020-01-02,2019-12-11,/bbgid/BBG000BCG226
0,2019-02-19,0.53,Quarter,Regular Cash,2019-12-05,2020-01-02,2019-12-06,/bbgid/BBG000BWXBC2
0,2019-12-04,0.685,Quarter,Regular Cash,2019-12-17,2019-12-31,2019-12-18,/bbgid/BBG000BW0BB9
0,2019-10-29,0.395,Quarter,Regular Cash,2019-12-05,2019-12-13,2019-12-06,/bbgid/BBG000BWZBT2
0,2019-11-01,0.02,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000FVJ5K0
0,2019-11-07,0.4811,Quarter,Regular Cash,2019-12-31,2020-01-15,2020-01-02,/bbgid/BBG000D898T9
0,2019-11-07,0.0125,Quarter,Regular Cash,2019-12-12,2020-01-10,2019-12-13,/bbgid/BBG000BJFVZ2
0,2019-10-31,0.01875,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000BB4LK9
0,2019-11-18,0.05,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG00D1WNBL6
0,2019-12-03,0.23,Quarter,Regular Cash,2020-02-12,2020-03-05,2020-02-13,/bbgid/BBG000BV8DN6
0,2019-10-29,0.25,Quarter,Regular Cash,2019-12-05,2020-01-03,2019-12-06,/bbgid/BBG000BW29L1
0,2019-08-28,0.059,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG00GTR70S5
0,2019-12-04,0.3,Quarter,Regular Cash,2019-12-18,2020-01-02,2019-12-19,/bbgid/BBG000BLNZL4
0,2019-10-28,0.285,Quarter,Regular Cash,2020-01-03,2020-01-15,2020-01-06,/bbgid/BBG001LFLZZ1
0,2019-11-13,0.5,Quarter,Regular Cash,2020-01-14,2020-01-30,2020-01-15,/bbgid/BBG000C1HN22
0,2019-11-14,0.955,Quarter,Regular Cash,2019-12-05,2020-01-07,2019-12-06,/bbgid/BBG000DH7JK6
0,2019-11-12,-2.4245362661989844e-14,Suspend,Discontinued,2019-12-31,,,/bbgid/BBG000BGGG17
0,2019-11-11,0.11,Quarter,Regular Cash,2019-12-24,2020-01-16,2019-12-26,/bbgid/BBG000BXNJ07
0,2019-11-20,0.264,Quarter,Regular Cash,2019-12-19,2020-01-17,2019-12-20,/bbgid/BBG000BJMHG6
0,2019-11-08,0.34,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000BX3BL3
0,2019-12-05,0.29,Quarter,Regular Cash,2020-01-03,2020-01-29,2020-01-06,/bbgid/BBG000BHQJX3
0,2019-10-03,0.53,Quarter,Regular Cash,2019-12-05,2019-12-31,2019-12-06,/bbgid/BBG000BM6788
0,2019-11-12,0.06,Quarter,Regular Cash,2019-12-19,2020-01-03,2019-12-20,/bbgid/BBG000F7RCJ1
0,2019-11-21,0.3,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000BJ41X2
0,2019-12-05,0.51,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000BTCH57
0,2019-11-07,0.1,Quarter,Regular Cash,2020-01-09,2020-01-31,2020-01-10,/bbgid/BBG000BC6SL9
0,2019-10-31,0.39,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG001K9JH07
1,2019-10-31,0.04,None,Special Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG001K9JH07
0,2019-11-08,0.39,Quarter,Regular Cash,2020-02-06,2020-03-01,2020-02-07,/bbgid/BBG000BB6M98
0,2019-12-03,0.375,Quarter,Regular Cash,2019-12-13,2019-12-27,2019-12-16,/bbgid/BBG000BKZTP3
0,2019-11-22,0.57,None,Special Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG005D0NN61
0,2019-12-04,0.375,Quarter,Regular Cash,2020-01-16,2020-01-31,2020-01-17,/bbgid/BBG000BP02D2
0,2019-10-08,0.125,Monthly,Regular Cash,2019-12-18,2019-12-31,2019-12-19,/bbgid/BBG000M2NYQ2
0,2019-12-04,0.2,Quarter,Regular Cash,2019-12-16,2019-12-31,2019-12-17,/bbgid/BBG000BB5373
0,2019-11-26,0.003333,Monthly,Regular Cash,2019-12-10,2019-12-23,2019-12-11,/bbgid/BBG000J0LC17
0,2019-11-07,0.4555,Quarter,Regular Cash,2019-12-30,2020-01-31,2019-12-31,/bbgid/BBG000BCD844
0,2019-11-19,0.22,Quarter,Regular Cash,2019-12-05,2020-01-02,2019-12-06,/bbgid/BBG000BCVJ77
0,2019-11-20,0.24,Quarter,Regular Cash,2019-12-05,2019-12-16,2019-12-06,/bbgid/BBG000BKT8B1
0,2019-11-22,0.37,Quarter,Regular Cash,2019-12-31,2020-01-16,2020-01-02,/bbgid/BBG000BS73J1
0,2019-10-29,0.1,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG00P2HLNY3
0,2019-11-26,0.05,Semi-Anl,Regular Cash,2019-12-11,2019-12-18,2019-12-12,/bbgid/BBG000BRM155
0,2019-11-07,1.05,Quarter,Regular Cash,2019-12-30,2020-01-31,2019-12-31,/bbgid/BBG000CGWSJ3
0,2019-11-07,0.38,Quarter,Regular Cash,2019-12-12,2019-12-30,2019-12-13,/bbgid/BBG000BWVCP8
0,2019-10-28,0.14,Quarter,Regular Cash,2019-12-12,2020-01-02,2019-12-13,/bbgid/BBG000GHZSZ6
0,2019-11-22,0.3,Quarter,Regular Cash,2019-12-10,2019-12-27,2019-12-11,/bbgid/BBG000PSJMV7
0,2019-12-02,0.24,Quarter,Regular Cash,2019-12-16,2019-12-31,2019-12-17,/bbgid/BBG000C33LV5
0,2019-12-04,0.09,Quarter,Regular Cash,2020-03-12,2020-03-31,2020-03-13,/bbgid/BBG000BBVJZ8
1,2019-09-11,0.09,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000BBVJZ8
0,2019-11-14,0.1,Quarter,Regular Cash,2019-12-19,2019-12-30,2019-12-20,/bbgid/BBG00HZRFTV0
0,2019-11-22,0.24,Quarter,Regular Cash,2019-12-30,2020-01-10,2019-12-31,/bbgid/BBG000HGYNZ9
0,2019-10-29,2.0,Quarter,Regular Cash,2019-12-12,2019-12-30,2019-12-13,/bbgid/BBG000BPPN67
0,2019-10-03,0.16,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000C22QV7
0,2019-10-31,0.125,Quarter,Regular Cash,2019-12-06,2019-12-16,2019-12-09,/bbgid/BBG000BJ0H70
0,2019-11-11,0.305,Quarter,Regular Cash,2020-01-02,2020-01-15,2020-01-03,/bbgid/BBG009H33QM0
0,2019-11-07,0.04,Quarter,Regular Cash,2019-12-26,2020-01-31,2019-12-27,/bbgid/BBG000BGMC46
0,2019-11-08,0.32,Quarter,Regular Cash,2019-12-12,2020-01-02,2019-12-13,/bbgid/BBG000H7LBD3
0,2019-11-14,0.3375,Quarter,Regular Cash,2019-12-05,2019-12-30,2019-12-06,/bbgid/BBG000BY29C7
0,2019-11-27,0.1,Quarter,Regular Cash,2019-12-10,2019-12-20,2019-12-11,/bbgid/BBG000BTQNQ6
0,2019-11-12,0.035,Quarter,Regular Cash,2019-12-12,2020-01-03,2019-12-13,/bbgid/BBG000BP9WJ1
1,2019-10-01,0.7,None,Special Cash,2019-12-12,2019-12-23,2019-12-13,/bbgid/BBG000BP9WJ1
0,2019-11-06,0.24,Quarter,Regular Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000BB92C5
0,2019-11-07,0.3,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000JNJPB0
0,2019-10-30,1.05,Quarter,Regular Cash,2019-12-31,2020-01-15,2020-01-02,/bbgid/BBG000BJVN28
0,2019-10-17,0.385,Quarter,Regular Cash,2019-12-12,2019-12-27,2019-12-13,/bbgid/BBG000BBQRN9
0,2019-11-13,0.11,Quarter,Regular Cash,2019-12-12,2020-01-02,2019-12-13,/bbgid/BBG000D4YTR6
0,2019-11-22,5.35,None,Special Cash,2019-12-05,2019-12-20,2019-12-06,/bbgid/BBG000D7P047
0,2019-12-05,0.1,Monthly,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000C0R327
0,2019-12-04,0.23,Monthly,Regular Cash,2019-12-18,2019-12-31,2019-12-19,/bbgid/BBG000PKBR05
0,2019-12-03,0.06,Quarter,Regular Cash,2020-11-30,2020-12-15,2020-12-01,/bbgid/BBG000GDSKT7
1,2019-12-03,0.06,Quarter,Regular Cash,2020-08-31,2020-09-15,2020-09-01,/bbgid/BBG000GDSKT7
2,2019-12-03,0.06,Quarter,Regular Cash,2020-05-29,2020-06-15,2020-06-01,/bbgid/BBG000GDSKT7
3,2019-12-03,0.06,Quarter,Regular Cash,2020-02-28,2020-03-16,2020-03-02,/bbgid/BBG000GDSKT7
0,2019-10-30,0.05,Quarter,Regular Cash,2019-12-30,2020-01-15,2020-01-01,/bbgid/BBG004N1KPJ5
0,2019-12-04,0.67,Quarter,Regular Cash,2019-12-31,2020-02-01,2020-01-02,/bbgid/BBG000BZCZJ8
0,2019-11-01,0.75,Quarter,Regular Cash,2019-12-30,2020-01-31,2019-12-31,/bbgid/BBG000D07ZQ1
0,2019-11-13,0.115,Monthly,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000C0BT45
0,2019-11-19,0.28,Quarter,Regular Cash,2020-01-02,2020-01-17,2020-01-03,/bbgid/BBG000BS5170
0,2019-11-21,0.23,Quarter,Regular Cash,2020-01-08,2020-02-06,2020-01-09,/bbgid/BBG000BKRSZ3
0,2019-11-21,0.4,Quarter,Regular Cash,2020-01-08,2020-01-23,2020-01-09,/bbgid/BBG001V59J64
0,2019-10-29,0.4,Quarter,Regular Cash,2019-12-13,2020-01-06,2019-12-16,/bbgid/BBG000BJCDS3
0,2019-10-23,0.12,Quarter,Regular Cash,2019-12-10,2020-01-02,2019-12-11,/bbgid/BBG0078W3NQ3
0,2019-12-02,0.375,Quarter,Regular Cash,2019-12-26,2020-01-15,2019-12-27,/bbgid/BBG000BWB7V4
0,2019-12-05,0.1175,Monthly,Regular Cash,2019-12-18,2020-01-03,2019-12-19,/bbgid/BBG001CGD2R0
0,2019-10-25,0.46,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000BKGXQ4
0,2019-11-28,0.015,Quarter,Regular Cash,2019-12-18,2020-01-06,2019-12-19,/bbgid/BBG000BV7QM9
0,2019-10-28,0.5,Quarter,Partnership Dist,2019-12-16,2020-01-03,2019-12-17,/bbgid/BBG007PN0JL1
0,2019-10-28,1.0125,Quarter,Regular Cash,2019-12-13,2020-01-15,2019-12-16,/bbgid/BBG000BB29X4
0,2019-12-06,0.53,Quarter,Regular Cash,2019-12-18,2019-12-31,2019-12-19,/bbgid/BBG000B9Z0J8
0,2019-10-25,0.34,Quarter,Regular Cash,2019-12-13,2019-12-27,2019-12-16,/bbgid/BBG000C23PB0
0,2019-11-12,0.22,Quarter,Regular Cash,2019-12-12,2019-12-30,2019-12-13,/bbgid/BBG000BGYJF6
0,2019-10-25,0.3775,Quarter,Regular Cash,2019-12-12,2020-01-02,2019-12-13,/bbgid/BBG000C46HM9
0,2019-10-22,0.405,Quarter,Regular Cash,2019-12-31,2020-01-15,2020-01-02,/bbgid/BBG000BPXVJ6
0,2019-12-04,0.51,Quarter,Regular Cash,2020-02-19,2020-03-12,2020-02-20,/bbgid/BBG000BPH459
0,2019-11-20,3.3,Quarter,Regular Cash,2019-12-05,2019-12-23,2019-12-06,/bbgid/BBG000C2PW58
0,2019-11-05,0.37,Quarter,Regular Cash,2019-12-30,2020-01-17,2019-12-31,/bbgid/BBG00GQVWWP4
0,2019-10-01,0.0916667,Monthly,Regular Cash,2019-12-06,2019-12-16,2019-12-09,/bbgid/BBG004Z1PW11
0,2019-11-18,0.165,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000BV0VK7
0,2019-11-21,0.09,Quarter,Regular Cash,2020-01-03,2020-01-21,2020-01-06,/bbgid/BBG000BWPP85
0,2019-11-14,0.075,Quarter,Regular Cash,2019-12-12,2020-01-05,2019-12-15,/bbgid/BBG000GQ7K93
0,2019-11-05,0.04,Quarter,Regular Cash,2019-12-18,2020-01-06,2019-12-19,/bbgid/BBG000D9V7T4
0,2019-11-06,0.18,Quarter,Regular Cash,2019-12-06,2019-12-16,2019-12-09,/bbgid/BBG000BXFWH9
0,2019-11-20,0.48,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000H0JJ17
0,2019-11-06,0.07,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000DHFBX0
0,2019-11-25,0.21,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG004K1F8W7
0,2019-10-24,0.01,Quarter,Regular Cash,2019-12-30,2020-01-14,2019-12-31,/bbgid/BBG000C44CB4
0,2019-11-08,0.19,Quarter,Regular Cash,2019-12-16,2020-01-15,2019-12-17,/bbgid/BBG000BVDLH9
0,2019-11-20,1.06,Quarter,Regular Cash,2020-01-28,2020-02-14,2020-01-29,/bbgid/BBG000BFS7D3
0,2019-11-07,0.03,Quarter,Regular Cash,2019-12-05,2019-12-16,2019-12-06,/bbgid/BBG000BBCQD7
0,2019-11-21,0.32,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BGJJX3
0,2019-11-26,0.08,Quarter,Regular Cash,2019-12-09,2019-12-24,2019-12-10,/bbgid/BBG000BRLWY6
0,2019-11-13,0.2,Quarter,Regular Cash,2019-12-27,2020-01-15,2019-12-30,/bbgid/BBG00FSCQ331
0,2019-10-16,0.155,Quarter,Regular Cash,2019-12-05,2020-01-02,2019-12-06,/bbgid/BBG000Q3JN03
0,2019-12-03,0.18,Quarter,Regular Cash,2019-12-18,2020-01-02,2019-12-19,/bbgid/BBG000QVWX13
0,2019-12-05,0.06,Monthly,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000HJ82S6
0,2019-11-05,0.22,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG006BFYQN0
0,2019-11-19,0.095,Quarter,Regular Cash,2019-12-11,2019-12-23,2019-12-12,/bbgid/BBG000BWKB81
0,2019-11-07,0.45,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG004DDDKH1
0,2019-12-04,0.25,Quarter,Regular Cash,2019-12-13,2020-01-07,2019-12-16,/bbgid/BBG000DMMH86
0,2019-11-06,0.79,Quarter,Regular Cash,2019-12-09,2020-01-15,2019-12-10,/bbgid/BBG000BQQ2S6
0,2019-11-07,0.05,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000BTNV54
0,2019-11-05,0.28,Quarter,Regular Cash,2019-12-12,2020-01-03,2019-12-13,/bbgid/BBG000HFDNW7
0,2019-10-29,0.33,Quarter,Regular Cash,2019-12-16,2019-12-31,2019-12-17,/bbgid/BBG006N7S6K9
0,2019-12-03,0.44,Quarter,Regular Cash,2019-12-17,2020-01-01,2019-12-18,/bbgid/BBG000BLFNC0
0,2019-11-06,0.19,Quarter,Regular Cash,2019-12-13,2019-12-30,2019-12-16,/bbgid/BBG000HQVS07
0,2019-11-06,0.045,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG001J94C33
0,2019-11-07,0.05,Quarter,Regular Cash,2020-01-30,2020-03-13,2020-01-31,/bbgid/BBG000BXJ2L6
0,2019-11-08,0.02,Quarter,Regular Cash,2019-12-16,2019-12-31,2019-12-17,/bbgid/BBG000BLP360
0,2019-11-26,-2.4245362661989844e-14,Suspend,Discontinued,2019-12-07,,,/bbgid/BBG002D68SD3
0,2019-11-20,1.52,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BLPBL5
0,2019-11-15,0.54,Quarter,Regular Cash,2019-12-12,2020-01-03,2019-12-13,/bbgid/BBG000PPFKQ7
0,2019-11-06,0.12,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000BZN9H6
0,2019-11-27,0.18,Quarter,Regular Cash,2019-12-27,2020-01-10,2019-12-30,/bbgid/BBG000BBSC23
0,2019-11-07,0.18,Quarter,Regular Cash,2020-03-30,2020-04-15,2020-03-31,/bbgid/BBG000BDQNT8
1,2018-09-26,0.18,Quarter,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000BDQNT8
0,2019-11-19,0.08,Quarter,Regular Cash,2019-12-31,2020-01-17,2020-01-02,/bbgid/BBG000C4S3P3
0,2019-11-14,0.75,Quarter,Regular Cash,2019-12-05,2019-12-26,2019-12-06,/bbgid/BBG000PTLGZ1
0,2019-11-06,0.15,Quarter,Regular Cash,2019-12-13,2019-12-31,2019-12-16,/bbgid/BBG000J0XLS5
0,2019-10-15,0.02,Monthly,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG000CJW589
0,2019-11-04,0.025,Quarter,Regular Cash,2020-01-02,2020-01-31,2020-01-03,/bbgid/BBG00FWZQ3R9
0,2019-10-30,-2.4245362661989844e-14,Suspend,Discontinued,2019-12-06,,,/bbgid/BBG000BCW8R8
0,2019-11-13,0.18,Quarter,Regular Cash,2019-12-12,2019-12-31,2019-12-13,/bbgid/BBG000BTHH16
0,2019-11-22,0.33,Quarter,Regular Cash,2019-12-13,2020-01-02,2019-12-16,/bbgid/BBG000JX7SX1
0,2019-12-05,0.68,Quarter,Regular Cash,2020-01-30,2020-02-18,2020-02-01,/bbgid/BBG000BKVJK4
0,2019-11-20,0.41,Quarter,Regular Cash,2019-12-12,2020-01-10,2019-12-13,/bbgid/BBG000BF4D19
0,2019-10-15,0.05625,Monthly,Regular Cash,2019-12-30,2020-01-15,2019-12-31,/bbgid/BBG004CDX4P7
0,2019-11-04,0.31,Quarter,Regular Cash,2019-12-24,2020-01-10,2019-12-27,/bbgid/BBG000BLH2H9
0,2019-11-15,0.12,Quarter,Regular Cash,2019-12-31,2020-01-16,2020-01-02,/bbgid/BBG000BLL051
0,2019-10-23,0.165625,Quarter,Regular Cash,2019-12-24,2020-01-10,2019-12-26,/bbgid/BBG000QQFVK6
