fsym_id,sector,industry_group,industry,sub_industry,sector_id,industry_group_id,industry_id,sub_industry_id
R4S089-R,Materials,Materials,Chemicals,Commodity Chemicals,15,1510,151010,15101010
R4SK9T-R,Financials,Banks,Banks,Diversified Banks,40,4010,401010,40101010
R5RD6T-R,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,25,2550,255040,25504010
R5XGXL-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
R6WVW3-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
R6XPFW-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
R71MZL-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
R81DNG-R,Financials,Insurance,Insurance,Property & Casualty Insurance,40,4030,403010,40301040
R852NX-R,Industrials,Transportation,Airlines,Airlines,20,2030,203020,20302010
R85LND-R,Consumer Discretionary,Retailing,Distributors,Distributors,25,2550,255010,25501010
R88PLB-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
R95W9R-R,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,25,2530,253020,25302010
R998SY-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,10,1010,101020,10102010
RB97W0-R,Materials,Materials,Metals & Mining,Steel,15,1510,151040,15104050
RBB7RY-R,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,25,2550,255040,25504010
RBDXWG-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",25,2530,253010,25301020
RBHHTX-R,Real Estate,Real Estate,Equity Real Estate Investment,Industrial REITs,60,6010,601010,60101020
RBHW3V-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
RBJXH6-R,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs,60,6010,601010,60101080
RC9616-R,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs,60,6010,601010,60101070
RCNCKX-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
RCPQST-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services,20,2020,202010,20201070
RDKCLT-R,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs,60,6010,601010,60101040
RDKGSX-R,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,25,2550,255040,25504010
RDQZ92-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
RFPMVX-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
RFPYG6-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,20,2020,202010,20201050
RFQX93-R,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail,30,3010,301010,30101030
RGJSSH-R,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs,60,6010,601010,60101060
RGTY61-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
RGW192-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
RGZN5G-R,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,25,2520,252010,25201020
RH0GWC-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
RH34VR-R,Industrials,Transportation,Airlines,Airlines,20,2030,203020,20302010
RJ022Y-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
RJ0FT9-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
RJ3WCJ-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,10,1010,101010,10101010
RJVBBR-R,Industrials,Capital Goods,Building Products,Building Products,20,2010,201020,20102010
RK3DL5-R,Financials,Banks,Banks,Diversified Banks,40,4010,401010,40101010
RK3HS8-R,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners,30,3020,302010,30201020
RK8Z6D-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
RL8ZBH-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
RMCZ5D-R,Real Estate,Real Estate,Equity Real Estate Investment,Diversified REITs,60,6010,601010,60101010
RMD5KL-R,Communication Services,Media & Entertainment,Media,Cable & Satellite,50,5020,502010,50201030
RMFR2L-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
RMJYP2-R,Materials,Materials,Metals & Mining,Silver,15,1510,151040,15104045
RNHYX7-R,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,25,2550,255030,25503020
RNNB7B-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
RPNJRM-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
RPTY1P-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
RQ9F5S-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
RQSB38-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
RQXL78-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors,35,3510,351020,35102010
RRXTTL-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
RSQN90-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
RT20YM-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,45,4520,452030,45203020
RT2ZSJ-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment,45,4530,453010,45301010
RT4T87-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
RT66YK-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
RT7HCR-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
RTXD8D-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors,45,4520,452030,45203030
RVBLDR-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
RVBRQX-R,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs,60,6010,601010,60101060
RVC5J9-R,Utilities,Utilities,Electric Utilities,Electric Utilities,55,5510,551010,55101010
RW15L0-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
RWBV02-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
RWHM3K-R,Materials,Materials,Metals & Mining,Copper,15,1510,151040,15104025
RXG6KB-R,Materials,Materials,Containers & Packaging,Paper Packaging,15,1510,151030,15103020
RXGLDT-R,Materials,Materials,Metals & Mining,Precious Metals & Minerals,15,1510,151040,15104040
RXH4B6-R,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs,60,6010,601010,60101040
RXHN9P-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
RYLVJS-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,25,2530,253010,25301010
RYRC40-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
RYTJNF-R,Industrials,Capital Goods,Building Products,Building Products,20,2010,201020,20102010
RZQS4K-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,10,1010,101010,10101010
RZR2QV-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
RZVJ92-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,10,1010,101020,10102050
RZXDWV-R,Consumer Staples,Household & Personal Products,Household Products,Household Products,30,3030,303010,30301010
S1ZZ0F-R,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail,30,3010,301010,30101030
S26JJL-R,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services,60,6010,601020,60102040
S48YD1-R,Financials,Banks,Banks,Regional Banks,40,4010,401010,40101015
S4FRKK-R,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,50,5020,502020,50202010
S4J8BX-R,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,40,4020,402030,40203040
S5FPKL-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
S5LHR3-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
S6PC9W-R,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,25,2550,255040,25504050
S6PJN1-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
S7P87W-R,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,20,2010,201030,20103010
S7RV59-R,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,50,5020,502020,50202010
S7RZFF-R,Materials,Materials,Chemicals,Commodity Chemicals,15,1510,151010,15101010
S8Z499-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies,35,3510,351010,35101020
S8ZPBT-R,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,25,2550,255040,25504010
S8ZQDV-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
S9NVWV-R,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,50,5020,502030,50203010
SCC17N-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
SD0F4T-R,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity,55,5510,551050,55105020
SDDH43-R,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Drug Retail,30,3010,301010,30101010
SGMZTG-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
SHNDLT-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
SHNVG7-R,Financials,Insurance,Insurance,Life & Health Insurance,40,4030,403010,40301020
SHRZF5-R,Consumer Staples,Household & Personal Products,Household Products,Household Products,30,3030,303010,30301010
SJS2RC-R,Consumer Discretionary,Retailing,Distributors,Distributors,25,2550,255010,25501010
SJSMSW-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,10,1010,101020,10102030
SJY281-R,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,45,4510,451020,45102010
SK0VKN-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services,20,2020,202010,20201070
SKX4M8-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
SKZRLQ-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
SPGL7X-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
SPH6FH-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
SQGTV7-R,Materials,Materials,Paper & Forest Products,Forest Products,15,1510,151050,15105010
SQGY1B-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",25,2530,253010,25301020
SRR5X5-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
STV3R3-R,Communication Services,Media & Entertainment,Media,Broadcasting,50,5020,502010,50201020
SVZJ8B-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
SW42ZM-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
SYS0R0-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,25,2530,253010,25301040
SZJK3L-R,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data,40,4020,402030,40203040
SZJL5M-R,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,20,2010,201040,20104010
T0JL9Q-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
T0SQZH-R,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,25,2510,251020,25102010
T1N9NF-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,45,4520,452030,45203020
T1NRCQ-R,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,45,4510,451020,45102010
T1TMP9-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
T2TKPB-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,10,1010,101020,10102040
T2TNWF-R,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Distributors,30,3010,301010,30101020
T2XF84-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
T2Z5LS-R,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity,55,5510,551050,55105020
T2ZH1Y-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
T3YH93-R,Real Estate,Real Estate,Equity Real Estate Investment,Health Care REITs,60,6010,601010,60101050
T4259K-R,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,20,2020,202020,20202020
T43Q80-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
T536DM-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
T67DJN-R,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,45,4510,451020,45102010
T6CPQP-R,Industrials,Transportation,Road & Rail,Trucking,20,2030,203040,20304020
T7CGDK-R,Financials,Diversified Financials,Consumer Finance,Consumer Finance,40,4020,402020,40202010
T7H5H1-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies,35,3510,351010,35101020
T8H08Z-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
T8X2RS-R,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,15,1510,151010,15101030
T9M9M3-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
T9VX37-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
TB9J64-R,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,50,5020,502030,50203010
TBS2VP-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,45,4520,452030,45203010
TCX5SM-R,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs,60,6010,601010,60101070
TD1G1R-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
TF1DZP-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
TF5FNG-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
TGK8GS-R,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,20,2010,201060,20106010
THB4X2-R,Real Estate,Real Estate,Equity Real Estate Investment,Health Care REITs,60,6010,601010,60101050
TJG1FT-R,Information Technology,Software & Services,Software,Systems Software,45,4510,451030,45103020
TJLTK9-R,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,45,4520,452010,45201020
TKKPJB-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
TKLBRY-R,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,35,3520,352010,35201010
TKSJKR-R,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se,20,2020,202020,20202010
TMTGLT-R,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,20,2010,201040,20104010
TMTXG7-R,Materials,Materials,Containers & Packaging,Metal & Glass Containers,15,1510,151030,15103010
TMZSRT-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
TNZ1G6-R,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment,50,5020,502020,50202020
TNZ6CZ-R,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,45,4520,452010,45201020
TP420X-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,35,3510,351020,35102020
TQ33B3-R,Industrials,Transportation,Road & Rail,Trucking,20,2030,203040,20304020
TQ8V8H-R,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,20,2010,201030,20103010
TR8891-R,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity,55,5510,551050,55105020
TR8HR8-R,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,45,4520,452010,45201020
TRDSY9-R,Materials,Materials,Metals & Mining,Silver,15,1510,151040,15104045
TSDJK4-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
TSJ29G-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
TTDQ0D-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,10,1010,101020,10102030
TTHJD1-R,Communication Services,Media & Entertainment,Media,Cable & Satellite,50,5020,502010,50201030
TTK2BH-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
TTTZFZ-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
TVTFDF-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
TVTQ1T-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
TW6KKV-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
TWS77D-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,45,4520,452030,45203010
TWTDGH-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,25,2530,253010,25301040
TWXW2R-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
TX0WZQ-R,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,40,4010,401020,40102010
TXN5MP-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment,45,4530,453010,45301010
TXY0GZ-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
TY1SPJ-R,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,20,2020,202020,20202020
TY1WWM-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
TY202Q-R,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S,45,4510,451020,45102020
TY2CT2-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,10,1010,101020,10102040
TYPLZM-R,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services,60,6010,601020,60102040
TYSRJ3-R,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs,60,6010,601010,60101070
TZ1NKH-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,10,1010,101010,10101010
TZ2TSL-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,20,2020,202010,20201050
TZ6SB9-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
V05L58-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
V1H7QF-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care,35,3510,351020,35102030
V1HC1N-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
V2H5QG-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components,45,4520,452030,45203015
V3MK5N-R,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco,30,3020,302030,30203010
V3Q5PM-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
V5WMVF-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
V60VXD-R,Real Estate,Real Estate,Equity Real Estate Investment,Diversified REITs,60,6010,601010,60101010
V6ZMTG-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
V6ZQWF-R,Materials,Materials,Construction Materials,Construction Materials,15,1510,151020,15102010
V759HN-R,Materials,Materials,Metals & Mining,Steel,15,1510,151040,15104050
V75BKP-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
V84ND4-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,10,1010,101020,10102050
V9977J-R,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs,60,6010,601010,60101080
VBCQMG-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",25,2520,252030,25203010
VBK29Z-R,Financials,Insurance,Insurance,Property & Casualty Insurance,40,4030,403010,40301040
VBL38Y-R,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,10,1010,101010,10101020
VBMVML-R,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,20,2010,201030,20103010
VBN9H0-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,25,2530,253010,25301010
VCJSXT-R,Materials,Materials,Metals & Mining,Precious Metals & Minerals,15,1510,151040,15104040
VCNXSP-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,25,2530,253010,25301040
VDPDV7-R,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs,60,6010,601010,60101070
VDT2VP-R,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,25,2550,255030,25503020
VDT85V-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
VDV94T-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
VFT0VQ-R,Materials,Materials,Containers & Packaging,Metal & Glass Containers,15,1510,151030,15103010
VFY8ZQ-R,Industrials,Capital Goods,Building Products,Building Products,20,2010,201020,20102010
VGYKN2-R,Financials,Banks,Banks,Diversified Banks,40,4010,401010,40101010
VK6WS2-R,Materials,Materials,Metals & Mining,Diversified Metals & Mining,15,1510,151040,15104020
VK7M4R-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
VLHKF9-R,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,50,5010,501010,50101020
VMM07R-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
VMMBRY-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
VNMTTH-R,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear,25,2520,252030,25203020
VNN3BR-R,Real Estate,Real Estate,Equity Real Estate Investment,Industrial REITs,60,6010,601010,60101020
VNRDMV-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
VQXR21-R,Materials,Materials,Chemicals,Specialty Chemicals,15,1510,151010,15101050
VQYTRP-R,Financials,Diversified Financials,Consumer Finance,Consumer Finance,40,4020,402020,40202010
VR16P9-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
VR1F2H-R,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,35,3510,351010,35101010
VR4SHN-R,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,45,4520,452030,45203020
VS59M7-R,Financials,Insurance,Insurance,Multi-line Insurance,40,4030,403010,40301030
VT4SWZ-R,Industrials,Capital Goods,Building Products,Building Products,20,2010,201020,20102010
VT5051-R,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban,40,4020,402030,40203010
VT66G5-R,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care,35,3510,351020,35102030
VT67J6-R,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services,20,2020,202010,20201070
VTBLV9-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,25,2530,253010,25301040
VTBNZC-R,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail,30,3010,301010,30101030
VV9LP2-R,Materials,Materials,Metals & Mining,Gold,15,1510,151040,15104030
VWF970-R,Financials,Banks,Banks,Diversified Banks,40,4010,401010,40101010
VWGLQ7-R,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,15,1510,151010,15101030
VWPHWQ-R,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,10,1010,101020,10102020
VYQ02C-R,Industrials,Capital Goods,Machinery,Industrial Machinery,20,2010,201060,20106020
VYWGHH-R,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,20,2010,201010,20101010
VZDYKL-R,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,25,2520,252020,25202010
VZYGFG-R,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,45,4530,453010,45301020
W00MKH-R,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",45,4520,452020,45202030
W0731Q-R,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",25,2530,253010,25301020
W0Z4W6-R,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo,20,2010,201070,20107010
W103Q3-R,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,35,3520,352020,35202010
W13NGF-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
W14WTL-R,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,25,2530,253020,25302010
W235P2-R,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services,60,6010,601020,60102040
W3BLZ4-R,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,25,2550,255040,25504050
W3F6YL-R,Information Technology,Software & Services,Software,Application Software,45,4510,451030,45103010
W5QQ9P-R,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser,50,5010,501020,50102010
W6N4JC-R,Utilities,Utilities,Multi-Utilities,Multi-Utilities,55,5510,551030,55103010
W6SXMV-R,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re,25,2550,255020,25502020
W6SYPW-R,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,20,2010,201060,20106010
W7S6D8-R,Financials,Banks,Banks,Diversified Banks,40,4010,401010,40101010
W800CN-R,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,40,4020,402030,40203020
W8YRN3-R,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,30,3020,302020,30202030
W8YZJS-R,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,40,4010,401020,40102010
