,fsym_id,bbg_id,ticker,bm_id,pid,strategy,rdate
74,DJBQ39-R,/bbgid/BBG000BM9RH1,CPRT US,SP500,,,2021-02-28
75,DJC2TN-R,/bbgid/BBG000BB5006,ADBE US,SP500,,,2021-02-28
76,DJC60R-R,/bbgid/BBG000BDXGP9,CAG US,SP500,,,2021-02-28
77,DLSMXK-R,/bbgid/BBG000BX3BL3,WY US,SP500,,,2021-02-28
78,DMRWLY-R,/bbgid/BBG000BJ26K7,ALB US,SP500,,,2021-02-28
79,DMX4QY-R,/bbgid/BBG00YTS96G2,APA US,SP500,,,2021-02-28
80,DRBC9M-R,/bbgid/BBG000BKR1D6,GWW US,SP500,,,2021-02-28
81,DTKPJP-R,/bbgid/BBG000B9XYV2,AMT US,SP500,BG001,US,2021-02-28
82,DTKZ1Y-R,/bbgid/BBG000BCTLF6,BAC US,SP500,,,2021-02-28
83,DXVDJ4-R,/bbgid/BBG000KLB4Q1,SWKS US,SP500,,US,2021-02-28
84,DXW84Y-R,/bbgid/BBG000BT7JW9,SNA US,SP500,,,2021-02-28
85,DXZQS6-R,/bbgid/BBG000NSCNT7,PFG US,SP500,,,2021-02-28
86,F05QG0-R,/bbgid/BBG000P458P3,DPZ US,SP500,,US,2021-02-28
87,F07Q7W-R,/bbgid/BBG000H3YXF8,CTAS US,SP500,BG001,,2021-02-28
88,F17SJ1-R,/bbgid/BBG000BB6G37,ADI US,SP500,,US,2021-02-28
89,F1B8CH-R,/bbgid/BBG000VPGNR2,CHTR US,SP500,,,2021-02-28
90,F1DFCD-R,/bbgid/BBG000BR54L0,PHM US,SP500,,US,2021-02-28
91,F1DNTM-R,/bbgid/BBG000BS73J1,RJF US,SP500,,,2021-02-28
92,F72PJT-R,/bbgid/BBG000BPNP00,MXIM US,SP500,,,2021-02-28
93,F82H8Q-R,/bbgid/BBG000CC7LQ7,ZBRA US,SP500,,,2021-02-28
94,F9VYPD-R,/bbgid/BBG0078W3NQ3,HPE US,SP500,,,2021-02-28
95,FBB432-R,/bbgid/BBG000BQSQ38,PAYX US,SP500,,,2021-02-28
96,FBCHQC-R,/bbgid/BBG000BNGTQ7,LB US,SP500,,,2021-02-28
97,FCK6QT-R,/bbgid/BBG000QY3XZ2,EXPE US,SP500,,,2021-02-28
98,FDS1XB-R,/bbgid/BBG000BJVN28,FRT US,SP500,,,2021-02-28
99,FDS65G-R,/bbgid/BBG000Q3JN03,RF US,SP500,,,2021-02-28
100,FFQNC3-R,/bbgid/BBG000C1S2X2,VRTX US,SP500,,,2021-02-28
101,FH1NKL-R,/bbgid/BBG000BN5HF7,LEN US,SP500,,,2021-02-28
102,FJ1B1C-R,/bbgid/BBG000BBHXQ3,AJG US,SP500,,,2021-02-28
103,FJ4J4C-R,/bbgid/BBG000BHKYH4,ECL US,SP500,,,2021-02-28
104,FJ4NDH-R,/bbgid/BBG000BSBZH7,ROST US,SP500,,,2021-02-28
105,FMDS8D-R,/bbgid/BBG000BTCH57,CHRW US,SP500,,,2021-02-28
106,FPPSQ1-R,/bbgid/BBG000C4LN67,GRMN US,SP500,,,2021-02-28
107,FPTJVK-R,/bbgid/BBG000BT1715,SJM US,SP500,,,2021-02-28
108,FQJDL3-R,/bbgid/BBG0035M2ZB7,NWS US,SP500,,,2021-02-28
109,FQYW7Q-R,/bbgid/BBG000MQ1SN9,DVA US,SP500,,,2021-02-28
110,FQZF97-R,/bbgid/BBG000F1ZSN5,ROP US,SP500,BG001,,2021-02-28
111,FR4YZK-R,/bbgid/BBG0088CYPX8,NLSN US,SP500,,,2021-02-28
112,FS319Q-R,/bbgid/BBG000BJ81C1,TRV US,SP500,,,2021-02-28
113,FS32CR-R,/bbgid/BBG000BJ8YN7,FAST US,SP500,,,2021-02-28
114,FT7VMB-R,/bbgid/BBG000BRNGM2,ATO US,SP500,,,2021-02-28
115,FT8DNV-R,/bbgid/BBG000BP52R2,MMM US,SP500,,,2021-02-28
116,FT8FQW-R,/bbgid/BBG000HS77T5,VZ US,SP500,,,2021-02-28
117,FV824M-R,/bbgid/BBG000FDBX90,CNP US,SP500,,,2021-02-28
118,FVD6P4-R,/bbgid/BBG005XR47P5,CTLT US,SP500,,,2021-02-28
119,FWHC5K-R,/bbgid/BBG000C2V3D6,A US,SP500,,US,2021-02-28
120,FXH4XG-R,/bbgid/BBG000CGC1X8,QCOM US,SP500,,,2021-02-28
121,FXTG1M-R,/bbgid/BBG0059FN811,KEYS US,SP500,,,2021-02-28
122,FYT41X-R,/bbgid/BBG000D898T9,CAH US,SP500,,,2021-02-28
123,FZRL7K-R,/bbgid/BBG000BB8SW7,PKG US,SP500,,,2021-02-28
124,G3949H-R,/bbgid/BBG000QH56C1,CBOE US,SP500,,US,2021-02-28
125,G4GB6B-R,/bbgid/BBG000BV4DR6,TER US,SP500,,US,2021-02-28
126,G5M19V-R,/bbgid/BBG000BVP5P2,SLG US,SP500,,,2021-02-28
127,G7VZQH-R,/bbgid/BBG000BKWSR6,HBAN US,SP500,,,2021-02-28
128,G8WDMZ-R,/bbgid/BBG000BBVJZ8,DVN US,SP500,,,2021-02-28
129,GC9695-R,/bbgid/BBG000BSXQV7,SHW US,SP500,BG001,US,2021-02-28
130,GFJC62-R,/bbgid/BBG000C3J3C9,CSCO US,SP500,,,2021-02-28
131,GFJGD5-R,/bbgid/BBG000BQC9V2,NWL US,SP500,,,2021-02-28
132,GGPDYX-R,/bbgid/BBG000BHLYP4,CME US,SP500,BG001,,2021-02-28
133,GGPVTB-R,/bbgid/BBG000CH5208,UNH US,SP500,BG001,US,2021-02-28
134,GM3DBL-R,/bbgid/BBG00FWQ4VD6,ULTA US,SP500,,,2021-02-28
135,GN6KCJ-R,/bbgid/BBG000BKTFN2,HAL US,SP500,,,2021-02-28
136,GN6RRQ-R,/bbgid/BBG000BVVQQ8,TXT US,SP500,,,2021-02-28
137,GQGQ5C-R,/bbgid/BBG000BLW530,EMN US,SP500,,,2021-02-28
138,GRMY8C-R,/bbgid/BBG000BH3JF8,DHR US,SP500,,US,2021-02-28
139,GRQMJ0-R,/bbgid/BBG000WCFV84,LYB US,SP500,,,2021-02-28
140,GRS9LG-R,/bbgid/BBG000BBNYF6,DRI US,SP500,,,2021-02-28
141,GRSDSK-R,/bbgid/BBG000B9X8C0,AEE US,SP500,,,2021-02-28
142,GS3RJ8-R,/bbgid/BBG000BY2Y78,IVZ US,SP500,,,2021-02-28
143,GX5LJC-R,/bbgid/BBG000BYYLS8,TFC US,SP500,,,2021-02-28
144,GYM5PB-R,/bbgid/BBG0019LSQ49,FRC US,SP500,,,2021-02-28
145,GZF20K-R,/bbgid/BBG000BM5SR2,IP US,SP500,,,2021-02-28
146,GZKHGQ-R,/bbgid/BBG000C1XVK6,RE US,SP500,,,2021-02-28
147,GZMRSV-R,/bbgid/BBG000BN2DC2,CRM US,SP500,,,2021-02-28
148,H0P6P9-R,/bbgid/BBG000D2ZTS8,HBI US,SP500,,,2021-02-28
149,H1PMLS-R,/bbgid/BBG000BFQYY3,CL US,SP500,,,2021-02-28
150,H2VPCM-R,/bbgid/BBG000BBGGQ1,VLO US,SP500,,,2021-02-28
151,H53QZC-R,/bbgid/BBG000CNFQW6,PRGO US,SP500,,,2021-02-28
152,H679XT-R,/bbgid/BBG00NNG2ZJ8,XRX US,SP500,,,2021-02-28
153,H69CWS-R,/bbgid/BBG002PHSYX9,FANG US,SP500,,,2021-02-28
154,H7DGWR-R,/bbgid/BBG000BKVJK4,HAS US,SP500,,,2021-02-28
155,HF1P15-R,/bbgid/BBG000BJ49H3,BWA US,SP500,,,2021-02-28
156,HF5SX1-R,/bbgid/BBG000C17X76,BIIB US,SP500,,,2021-02-28
157,HHB3C8-R,/bbgid/BBG000D4LWF6,MDLZ US,SP500,,,2021-02-28
158,HJG212-R,/bbgid/BBG000BL8804,HST US,SP500,,,2021-02-28
159,HJXXH4-R,/bbgid/BBG001KJ2HM9,HII US,SP500,,,2021-02-28
160,HKLJPC-R,/bbgid/BBG000BQ8KV2,NUE US,SP500,,,2021-02-28
161,HMVVTC-R,/bbgid/BBG000BD0TF8,BEN US,SP500,,,2021-02-28
162,HN195G-R,/bbgid/BBG000C101X4,ABMD US,SP500,,,2021-02-28
163,HNZVK6-R,/bbgid/BBG000BF6LY3,CCL US,SP500,,,2021-02-28
164,HP13ZD-R,/bbgid/BBG008NXC572,WRK US,SP500,,,2021-02-28
165,HP58X9-R,/bbgid/BBG000F7RCJ1,AAP US,SP500,,US,2021-02-28
166,HQ2MHF-R,/bbgid/BBG00LNJRQ09,AMCR US,SP500,,,2021-02-28
167,HQ4DBK-R,/bbgid/BBG000BQLTW7,ORCL US,SP500,,,2021-02-28
168,HQ87P5-R,/bbgid/BBG000BVV7G1,TXN US,SP500,BG001,US,2021-02-28
169,HSF35X-R,/bbgid/BBG000BNNKG9,MAS US,SP500,,US,2021-02-28
170,HSFL3C-R,/bbgid/BBG000BRJ809,PPG US,SP500,,,2021-02-28
171,HTM0LK-R,/bbgid/BBG009S39JX6,GOOGL US,SP500,,,2021-02-28
172,HVV49B-R,/bbgid/BBG000BR37X2,PGR US,SP500,,,2021-02-28
173,HXZ458-R,/bbgid/BBG000DSMS70,ILMN US,SP500,,,2021-02-28
174,HZ6Z7Q-R,/bbgid/BBG000C0G1D1,INTC US,SP500,,,2021-02-28
175,J2MW73-R,/bbgid/BBG000L4M7F1,RMD US,SP500,,,2021-02-28
176,J70N5J-R,/bbgid/BBG000BQVTF5,PCAR US,SP500,,,2021-02-28
177,J70ZTV-R,/bbgid/BBG000BH1NH9,DE US,SP500,,,2021-02-28
178,J89J6Y-R,/bbgid/BBG000BNWG87,MDT US,SP500,,,2021-02-28
179,J994MP-R,/bbgid/BBG000H8TVT2,TGT US,SP500,,,2021-02-28
180,J9F59G-R,/bbgid/BBG000BB5373,WU US,SP500,,,2021-02-28
181,JCPT0R-R,/bbgid/BBG000LD9JQ8,WYNN US,SP500,,,2021-02-28
182,JDQ0K1-R,/bbgid/BBG000C7LMS8,AZO US,SP500,,,2021-02-28
183,JFW5HZ-R,/bbgid/BBG000FP1N32,NTAP US,SP500,,,2021-02-28
184,JJ39BV-R,/bbgid/BBG000CXYSZ6,FFIV US,SP500,,,2021-02-28
185,JKDM7P-R,/bbgid/BBG000BMFFQ0,J US,SP500,,US,2021-02-28
186,JKGP5M-R,/bbgid/BBG000C1FB75,ICE US,SP500,,US,2021-02-28
187,JLJ0VZ-R,/bbgid/BBG000C6CFJ5,GS US,SP500,,,2021-02-28
188,JMHSJV-R,/bbgid/BBG000C0F570,XLNX US,SP500,,,2021-02-28
189,JMHYW0-R,/bbgid/BBG000BR14K5,CB US,SP500,,,2021-02-28
190,JMNLQC-R,/bbgid/BBG000BFT2L4,CMCSA US,SP500,,US,2021-02-28
191,JPTF52-R,/bbgid/BBG000BMKDM3,K US,SP500,,,2021-02-28
192,JQZ00G-R,/bbgid/BBG000BKFBD7,STT US,SP500,,,2021-02-28
193,JRFYNM-R,/bbgid/BBG001DCCGR8,MPC US,SP500,,,2021-02-28
194,JTC04X-R,/bbgid/BBG000BGRY34,CVS US,SP500,,,2021-02-28
195,JWH12W-R,/bbgid/BBG000BLMY92,MAA US,SP500,,,2021-02-28
196,JXMLY8-R,/bbgid/BBG000BM7HL0,ADSK US,SP500,,,2021-02-28
197,JYRG0L-R,/bbgid/BBG006G063F9,INFO US,SP500,,,2021-02-28
198,JYWMBW-R,/bbgid/BBG000CKGBP2,GILD US,SP500,,,2021-02-28
199,JZWRR3-R,/bbgid/BBG000PXDL44,LKQ US,SP500,,,2021-02-28
200,K24537-R,/bbgid/BBG000BKFZM4,GLW US,SP500,,,2021-02-28
201,K24Q4R-R,/bbgid/BBG000BGLRN3,LUMN US,SP500,,,2021-02-28
202,K38HHD-R,/bbgid/BBG000BGD7W6,MAR US,SP500,,,2021-02-28
203,K6RW63-R,/bbgid/BBG000C496P7,VIAC US,SP500,,,2021-02-28
204,K7TPSX-R,/bbgid/BBG000BBJQV0,NVDA US,SP500,,,2021-02-28
205,K8YRNT-R,/bbgid/BBG000BT0CM2,SIVB US,SP500,,,2021-02-28
206,KB2QBM-R,/bbgid/BBG000CVWGS6,ATVI US,SP500,BG001,US,2021-02-28
207,KB3YPS-R,/bbgid/BBG000BJSBJ0,NEE US,SP500,,,2021-02-28
208,KB791X-R,/bbgid/BBG000BCTQ65,XEL US,SP500,,,2021-02-28
209,KC6WDM-R,/bbgid/BBG000C1BW00,LMT US,SP500,,,2021-02-28
210,KDCD3Y-R,/bbgid/BBG000BQ5DS5,NSC US,SP500,,,2021-02-28
211,KDHCQP-R,/bbgid/BBG000BH2JM1,NLOK US,SP500,,,2021-02-28
212,KDJL0T-R,/bbgid/BBG000BCQ4P6,AVY US,SP500,,,2021-02-28
213,KDJSF0-R,/bbgid/BBG000BBL0Y1,ALK US,SP500,,,2021-02-28
214,KFJFWS-R,/bbgid/BBG000C1HN22,IEX US,SP500,,,2021-02-28
215,KFMMZS-R,/bbgid/BBG000FKJRC5,EL US,SP500,,,2021-02-28
216,KFP2R4-R,/bbgid/BBG000C41023,UDR US,SP500,,,2021-02-28
217,KFQHFG-R,/bbgid/BBG000QX74T1,CMG US,SP500,,,2021-02-28
218,KHX8Q2-R,/bbgid/BBG000BN84F3,DGX US,SP500,,,2021-02-28
219,KK1SFD-R,/bbgid/BBG000DW4Q75,LNT US,SP500,,,2021-02-28
220,KK1YRK-R,/bbgid/BBG000CX0P89,GPN US,SP500,,US,2021-02-28
221,KM5Q58-R,/bbgid/BBG000BSLZY7,SCHW US,SP500,,,2021-02-28
222,KMBRT0-R,/bbgid/BBG000BLPBL5,AVB US,SP500,,,2021-02-28
223,KPFMHW-R,/bbgid/BBG000L9CV04,UPS US,SP500,,,2021-02-28
224,KRQTDT-R,/bbgid/BBG000J2XL74,PM US,SP500,,,2021-02-28
225,KSWML9-R,/bbgid/BBG000BL9JQ1,HFC US,SP500,,,2021-02-28
226,KTPK4Q-R,/bbgid/BBG0035LY913,NWSA US,SP500,,,2021-02-28
227,KV0J41-R,/bbgid/BBG000BMHYD1,JNJ US,SP500,,,2021-02-28
228,KW432H-R,/bbgid/BBG000BMH2Q7,JKHY US,SP500,,,2021-02-28
229,KXDMGL-R,/bbgid/BBG0113JGQF0,STX US,SP500,,,2021-02-28
230,KYCY91-R,/bbgid/BBG000BLGFJ9,LHX US,SP500,,US,2021-02-28
231,KYJFW8-R,/bbgid/BBG000BQZMH4,PEG US,SP500,,,2021-02-28
232,KYKCS8-R,/bbgid/BBG000VMWHH5,DISCK US,SP500,,,2021-02-28
233,KZKK3D-R,/bbgid/BBG000BG4202,CPB US,SP500,,,2021-02-28
234,L32LM8-R,/bbgid/BBG00DYNJGH9,HWM US,SP500,,,2021-02-28
235,L6CPTK-R,/bbgid/BBG000BH5DV1,INTU US,SP500,BG001,US,2021-02-28
236,L7LP86-R,/bbgid/BBG000C23PB0,LDOS US,SP500,,,2021-02-28
237,L8SKLT-R,/bbgid/BBG000DQLV23,BMY US,SP500,,,2021-02-28
238,LBWNRX-R,/bbgid/BBG000BNC3Y9,LNC US,SP500,,,2021-02-28
239,LC0H1H-R,/bbgid/BBG000BLBVN4,BKNG US,SP500,,,2021-02-28
240,LC1BTF-R,/bbgid/BBG000PSKYX7,V US,SP500,BG001,US,2021-02-28
241,LD0WYZ-R,/bbgid/BBG000BGKTF9,COF US,SP500,,,2021-02-28
242,LD13C5-R,/bbgid/BBG000BNPSQ9,INCY US,SP500,,,2021-02-28
243,LHKN8Z-R,/bbgid/BBG000BQ2C28,NOC US,SP500,,,2021-02-28
244,LJQYJ1-R,/bbgid/BBG000BKPL53,ZBH US,SP500,,,2021-02-28
245,LKPWM4-R,/bbgid/BBG000BTQR96,SWK US,SP500,,,2021-02-28
246,LN3P8B-R,/bbgid/BBG000BY29C7,TPR US,SP500,,,2021-02-28
247,LPRN3T-R,/bbgid/BBG00JHNJW99,FOXA US,SP500,,,2021-02-28
248,LQ766T-R,/bbgid/BBG00GVR8YQ9,LIN US,SP500,,,2021-02-28
249,LQBB5R-R,/bbgid/BBG000F1ZSQ2,MA US,SP500,BG001,US,2021-02-28
250,LRK013-R,/bbgid/BBG000BJL3N0,FITB US,SP500,,,2021-02-28
251,LTN366-R,/bbgid/BBG00KXRCDP0,CI US,SP500,,,2021-02-28
252,LTP0Z2-R,/bbgid/BBG000BGJRC8,CSX US,SP500,,US,2021-02-28
253,LTP334-R,/bbgid/BBG000BK67C7,GD US,SP500,,,2021-02-28
254,LTSNXH-R,/bbgid/BBG000BDXCJ5,CNC US,SP500,,,2021-02-28
255,LVYTWF-R,/bbgid/BBG000KCZPC3,IRM US,SP500,,,2021-02-28
256,LX237L-R,/bbgid/BBG000BD2NY8,BF/B US,SP500,,,2021-02-28
257,LY653H-R,/bbgid/BBG000C23KJ3,AES US,SP500,,,2021-02-28
258,LZBPWV-R,/bbgid/BBG00Y4RQNH4,VTRS US,SP500,,,2021-02-28
259,M0C1P8-R,/bbgid/BBG000BV59Y6,TFX US,SP500,,,2021-02-28
260,M0H6M5-R,/bbgid/BBG000BBPFB9,AMAT US,SP500,BG001,US,2021-02-28
261,M1FW60-R,/bbgid/BBG000BW3299,UNP US,SP500,,,2021-02-28
262,M1H0C2-R,/bbgid/BBG000BJ2D31,SPG US,SP500,,,2021-02-28
263,M67VFY-R,/bbgid/BBG000BCZL41,VRSK US,SP500,,,2021-02-28
264,M7439D-R,/bbgid/BBG000BFDLV8,CERN US,SP500,,,2021-02-28
265,M79B89-R,/bbgid/BBG000C2BXK4,MGM US,SP500,,,2021-02-28
266,M79R1P-R,/bbgid/BBG000BPD168,MRK US,SP500,,,2021-02-28
267,M8867B-R,/bbgid/BBG007TJF1N7,QRVO US,SP500,,,2021-02-28
268,M8XT6B-R,/bbgid/BBG00JHNKJY8,FOX US,SP500,,,2021-02-28
269,MBK7R0-R,/bbgid/BBG000DB3KT1,WLTW US,SP500,,,2021-02-28
270,MCNYYL-R,/bbgid/BBG000BVPV84,AMZN US,SP500,,,2021-02-28
271,MDYC2K-R,/bbgid/BBG000F86GP6,MCO US,SP500,BG001,US,2021-02-28
272,MFQVZQ-R,/bbgid/BBG0058KMH30,HLT US,SP500,,,2021-02-28
273,MG2TQV-R,/bbgid/BBG000BMQPL1,KEY US,SP500,,,2021-02-28
274,MH33D6-R,/bbgid/BBG000B9XRY4,AAPL US,SP500,,US,2021-02-28
275,MH7TCM-R,/bbgid/BBG000BJF1Z8,FDX US,SP500,,,2021-02-28
276,MJ0XB7-R,/bbgid/BBG000M1R011,NOW US,SP500,,,2021-02-28
277,MJCGG4-R,/bbgid/BBG000BLHRS2,HSY US,SP500,,,2021-02-28
278,MKC1SV-R,/bbgid/BBG000BW8S60,RTX US,SP500,,,2021-02-28
279,MKJ8WW-R,/bbgid/BBG000RTDY25,MSCI US,SP500,,US,2021-02-28
280,MLQ41B-R,/bbgid/BBG000FQ7YR4,LYV US,SP500,,,2021-02-28
281,MMRZQ5-R,/bbgid/BBG000BP8Z50,MSI US,SP500,,,2021-02-28
282,MPXJMM-R,/bbgid/BBG000BH4R78,DIS US,SP500,,,2021-02-28
283,MQ0Y3T-R,/bbgid/BBG000BWGYF8,VMC US,SP500,,,2021-02-28
284,MQ119X-R,/bbgid/BBG000BB6WG8,ADM US,SP500,,,2021-02-28
285,MR0PSP-R,/bbgid/BBG000BSC0K9,DLTR US,SP500,,,2021-02-28
286,MS57L1-R,/bbgid/BBG000KHWT55,HPQ US,SP500,,,2021-02-28
287,MS9FKZ-R,/bbgid/BBG000BS5CM9,BXP US,SP500,,,2021-02-28
288,MTGSY3-R,/bbgid/BBG000BMT9T6,TDY US,SP500,,,2021-02-28
289,MVKZ35-R,/bbgid/BBG000BQ87N0,ES US,SP500,,,2021-02-28
290,MVLTQZ-R,/bbgid/BBG000BCQZS4,AXP US,SP500,,,2021-02-28
291,MXZ7RW-R,/bbgid/BBG000PPFKQ7,BR US,SP500,BG001,,2021-02-28
292,MYW502-R,/bbgid/BBG000BS1YV5,TTWO US,SP500,,,2021-02-28
293,MZJHY9-R,/bbgid/BBG001QD41M9,APTV US,SP500,,,2021-02-28
294,N2GNNQ-R,/bbgid/BBG000BXM6V2,UAA US,SP500,,,2021-02-28
295,N4P9L4-R,/bbgid/BBG000BX57K1,XRAY US,SP500,,,2021-02-28
296,NB76FG-R,/bbgid/BBG000BGKHZ3,VRSN US,SP500,,,2021-02-28
297,NBCKRK-R,/bbgid/BBG000BJPDZ1,ISRG US,SP500,,,2021-02-28
298,NCL5GV-R,/bbgid/BBG000BS7KS3,TAP US,SP500,,,2021-02-28
299,NFMH78-R,/bbgid/BBG00GBVBK51,BKR US,SP500,,,2021-02-28
300,NFMPMG-R,/bbgid/BBG000BLRT07,IDXX US,SP500,,,2021-02-28
301,NGW97P-R,/bbgid/BBG000BQHGR6,OKE US,SP500,,,2021-02-28
