,fsym_id,exdate,bbg_id,in_index
0,B0C8MQ-R,2020-09-29 00:00:00,BBG002CV4KG7,0
1,B18RVB-R,2020-09-03 00:00:00,BBG000DX9JV7,0
2,B1B7NQ-R,2020-09-29 00:00:00,BBG000MW3JB7,0
3,B1C27H-R,2020-09-14 00:00:00,BBG000BJ5SS8,1
4,B29NTD-R,2020-09-30 00:00:00,BBG000MG3Y65,0
5,B2BZ5H-R,2020-04-03 00:00:00,BBG000BF1GD2,0
6,B2F8KN-R,2020-09-29 00:00:00,BBG000BLJWF3,0
7,B2G826-R,2020-09-04 00:00:00,BBG006BFYZP8,0
8,B2N1H0-R,2020-09-22 00:00:00,BBG000BGSJM5,0
9,B3DLD3-R,2020-09-08 00:00:00,BBG000BB90B0,0
10,B3DMG4-R,2020-09-29 00:00:00,BBG000BVN235,0
11,B3H59J-R,2020-06-29 00:00:00,BBG000FPKJ21,0
12,B5PGKM-R,2020-09-29 00:00:00,BBG000F8RCH1,0
13,B71KBM-R,2020-09-24 00:00:00,BBG005NDTZZ7,0
14,B81TLL-R,2020-09-21 00:00:00,BBG00KHY5S69,1
15,B844XN-R,2020-09-04 00:00:00,BBG000C2S411,0
16,B873PK-R,2020-09-29 00:00:00,BBG000BCSPR5,0
17,B943ZQ-R,2020-09-14 00:00:00,BBG000BTNV54,0
18,B97MP0-R,2020-09-16 00:00:00,BBG000B9Z0J8,1
19,B97V26-R,2020-09-24 00:00:00,BBG000BMTX31,0
20,BCD4JF-R,2020-09-29 00:00:00,BBG000BJP882,1
21,BDHQGW-R,2020-09-17 00:00:00,BBG000BJMHG6,0
22,BDMWDS-R,2020-09-14 00:00:00,BBG000DPP7S6,1
23,BDP2V1-R,2020-09-16 00:00:00,BBG000TGNSP8,0
24,BFMPK2-R,2020-11-27 00:00:00,BBG00RDKMTW8,1
25,BFMR8R-R,2020-09-14 00:00:00,BBG000F9XVR9,0
26,BFSLJ9-R,2020-09-01 00:00:00,BBG000BPQ0F6,0
27,BGCWZ0-R,2020-09-29 00:00:00,BBG00LV100N0,0
28,BGQGQJ-R,2020-09-29 00:00:00,BBG000VTK7D9,0
29,BGVSZL-R,2020-09-30 00:00:00,BBG0015CS0M0,0
30,BJ156L-R,2020-09-15 00:00:00,BBG000C01N85,0
31,BJ2HRV-R,2020-09-01 00:00:00,BBG000BT41Q8,1
32,BK6JKQ-R,2020-09-14 00:00:00,BBG000BVDLH9,1
33,BL5KVX-R,2020-10-29 00:00:00,BBG000F6H8W8,1
34,BL6MWX-R,2020-09-11 00:00:00,BBG000C4HG85,0
35,BL85VC-R,2020-09-09 00:00:00,BBG000BGRB25,0
36,BNMF4Q-R,2020-09-14 00:00:00,BBG006D4PF48,0
37,BPPLYC-R,2020-06-18 00:00:00,BBG000BVRYH6,0
38,BPQGG1-R,2020-09-24 00:00:00,BBG000BJQ0F0,0
39,BQQGL4-R,2020-08-31 00:00:00,BBG00B8NWRF5,0
40,BQRPY9-R,2020-07-07 00:00:00,BBG000BSQFQ5,0
41,BQWBWQ-R,2020-09-29 00:00:00,BBG000NSQ9M0,0
42,BQWWY7-R,2020-09-03 00:00:00,BBG000BMW2Z0,1
43,BRWC0T-R,2020-09-30 00:00:00,BBG000BXPZB7,0
44,BRYLF1-R,2020-10-14 00:00:00,BBG000DKDWS5,0
45,BTJCBQ-R,2020-11-27 00:00:00,BBG003FX9C44,0
46,BV8JHF-R,2020-09-30 00:00:00,BBG000BC4JJ4,1
47,BXD9Z5-R,2020-10-02 00:00:00,BBG000BKFNX9,0
48,BXX7VM-R,2020-09-17 00:00:00,BBG0076WG2V1,0
49,BYKL46-R,2020-09-30 00:00:00,BBG000BB5B84,0
50,BYNP13-R,2020-08-11 00:00:00,BBG000DQTXY6,1
51,BZNZRH-R,2020-09-18 00:00:00,BBG000BH37H2,0
52,BZPFLX-R,2020-08-13 00:00:00,BBG000BL46Q4,1
53,BZTPQX-R,2020-09-29 00:00:00,BBG0014PMBR9,0
54,C0GXG1-R,2020-09-29 00:00:00,BBG004CYX1M0,0
55,C0ZKS6-R,2020-09-29 00:00:00,BBG006FD67J9,1
56,C335D8-R,2020-09-29 00:00:00,BBG000K1T9L0,0
57,C36B93-R,2020-09-15 00:00:00,BBG000JHD355,0
58,C36Z5C-R,2020-09-29 00:00:00,BBG00GQVWWP4,0
59,C46DK8-R,2020-09-14 00:00:00,BBG000BPPN67,1
60,C49B95-R,2020-09-22 00:00:00,BBG000R3NQ37,0
61,C4G7HM-R,2020-09-14 00:00:00,BBG000N7N3S6,0
62,C5GXYC-R,2020-09-03 00:00:00,BBG000BM6788,1
63,C5HXV9-R,2020-09-18 00:00:00,BBG000BQQKG9,0
64,C6HXZD-R,2020-09-24 00:00:00,BBG000BJNV83,0
65,C6N75F-R,2020-09-29 00:00:00,BBG000BLMXN8,0
66,C7LQF3-R,2020-09-14 00:00:00,BBG000BMKQF2,0
67,C7S5ZC-R,2020-09-15 00:00:00,BBG000FPK736,0
68,C8WF4C-R,2020-09-14 00:00:00,BBG000FV1Z23,1
69,C8Z5J2-R,2020-09-29 00:00:00,BBG000PNBZF5,0
70,C9WF8G-R,2020-09-14 00:00:00,BBG000CTV5F0,0
71,CC103V-R,2020-09-21 00:00:00,BBG000PNVMY1,0
72,CD94SL-R,2020-09-29 00:00:00,BBG000G5FQQ8,1
73,CDBJDW-R,2020-09-10 00:00:00,BBG000BZRV74,0
74,CDHX5F-R,2020-09-29 00:00:00,BBG00265T6Q4,0
75,CFG4FC-R,2020-06-22 00:00:00,BBG004M233H4,0
76,CFG9RJ-R,2020-09-28 00:00:00,BBG000BLPL88,0
77,CG3M36-R,2020-09-08 00:00:00,BBG00B0VKL16,1
78,CGGG4R-R,2020-09-09 00:00:00,BBG000BPWXK1,1
79,CGKFVK-R,2020-09-29 00:00:00,BBG000BYMDW4,1
80,CGLGTJ-R,2020-09-03 00:00:00,BBG000BGRMB1,0
81,CHKFZN-R,2019-12-09 00:00:00,BBG000DH6FW2,0
82,CHPZMX-R,2020-09-10 00:00:00,BBG000BRX064,0
83,CKW5DL-R,2020-09-29 00:00:00,BBG006NTSJ78,0
84,CL0K42-R,2020-09-29 00:00:00,BBG000TRF2V3,0
85,CLZ09Q-R,2020-09-14 00:00:00,BBG000BD1VR9,1
86,CN2XXH-R,2020-09-30 00:00:00,BBG000BR89C6,0
87,CN4BLT-R,2020-09-09 00:00:00,BBG000BKLTP8,0
88,CN862K-R,2020-09-15 00:00:00,BBG000KT0GV3,0
89,CNFDYC-R,2020-09-10 00:00:00,BBG004HTNXJ1,0
90,CP777M-R,2020-09-10 00:00:00,BBG000BGF8B5,0
91,CPDLGN-R,2020-09-29 00:00:00,BBG000GPZ8D6,0
92,CQBWC5-R,2020-09-29 00:00:00,BBG000QKJ2S1,0
93,CQCV51-R,2020-09-25 00:00:00,BBG000BY34Q2,1
94,CQCYC4-R,2020-09-14 00:00:00,BBG000LLRNX3,0
95,CQJ4C2-R,2020-09-15 00:00:00,BBG000HQVS07,1
96,CRP2XT-R,2020-09-18 00:00:00,BBG000J50B66,0
97,CSMTMQ-R,2020-08-13 00:00:00,BBG000BWXBC2,1
98,CST91V-R,2020-09-15 00:00:00,BBG000C33LV5,0
99,CTRXKN-R,2020-09-15 00:00:00,BBG000C16MS8,0
100,CTT4XT-R,2020-09-14 00:00:00,BBG000C45B16,0
101,CTYNJ1-R,2020-09-25 00:00:00,BBG000BK6MB5,1
102,CW0MCZ-R,2020-09-14 00:00:00,BBG000Q1NMJ4,0
103,CW1WT5-R,2020-09-17 00:00:00,BBG000HJPD21,0
104,CWK4YJ-R,2020-09-14 00:00:00,BBG000JZ26N0,0
105,CX1BWR-R,2020-09-17 00:00:00,BBG000BNSKG4,0
106,CX1RP4-R,2020-09-14 00:00:00,BBG000BYN5H7,0
107,CX4YX8-R,2020-09-29 00:00:00,BBG000Q1SFC1,0
108,CY9XBW-R,2020-09-29 00:00:00,BBG000BZ6FG2,1
109,CYC4Q1-R,2020-11-03 00:00:00,BBG000DD3510,1
110,CYCD58-R,2020-09-29 00:00:00,BBG000BG6R50,0
111,CYDD26-R,2020-09-29 00:00:00,BBG000PMY9R7,0
112,CZ9R4T-R,2020-09-30 00:00:00,BBG000BX2YN2,0
113,D0JBW3-R,2020-09-23 00:00:00,BBG000GZ8014,0
114,D0L8JX-R,2020-03-04 00:00:00,BBG000C402P5,0
115,D19BNN-R,2020-09-14 00:00:00,BBG004PZTSC0,0
116,D1LJ47-R,2020-04-29 00:00:00,BBG000BGXZB5,0
117,D1QLY2-R,2020-09-29 00:00:00,BBG000K8V7C6,0
118,D1RT76-R,2020-05-12 00:00:00,BBG000BRX8P6,0
119,D2X9YJ-R,2020-09-29 00:00:00,BBG000N5N6Z5,0
120,D409SF-R,2004-01-08 00:00:00,BBG000BLSDQ3,0
121,D41032-R,2020-09-14 00:00:00,BBG000B9WWP4,0
122,D50TX0-R,2020-06-04 00:00:00,BBG00RQ70GQ2,0
123,D54VKS-R,2020-09-02 00:00:00,BBG000BYJHW9,0
124,D64BQD-R,2020-09-03 00:00:00,BBG000M081B1,0
125,D68LVD-R,2020-09-24 00:00:00,BBG000C5QMB5,0
126,D76H2N-R,2020-03-30 00:00:00,BBG004G02108,0
127,D79MYG-R,2020-09-04 00:00:00,BBG000BCT053,1
128,D8D820-R,2020-09-18 00:00:00,BBG000BS9489,1
129,D8K39K-R,2020-08-21 00:00:00,BBG000C0BZD1,0
130,DBJ107-R,2020-09-29 00:00:00,BBG00CJZ8JV1,0
131,DCKZCP-R,2020-09-14 00:00:00,BBG003NXJNH6,0
132,DCWPWS-R,2020-09-14 00:00:00,BBG000BWW8C0,1
133,DF2L7D-R,2020-10-08 00:00:00,BBG000BYWTX7,0
134,DF336W-R,2020-08-31 00:00:00,BBG000BFXZH1,0
135,DFZZD1-R,2020-09-29 00:00:00,BBG0022MMQB0,0
136,DG6SCF-R,2020-09-11 00:00:00,BBG000BMZ7P7,1
137,DH6WPM-R,2020-09-14 00:00:00,BBG000BTHH16,1
138,DJD3SM-R,2020-09-29 00:00:00,BBG000BPYD87,0
139,DJJ9XP-R,2020-09-28 00:00:00,BBG000PFLGY2,0
140,DKB8F0-R,2020-09-29 00:00:00,BBG004HQLJH2,0
141,DKJ8VM-R,2020-09-29 00:00:00,BBG000BS4MP5,1
142,DKNHXL-R,2020-09-10 00:00:00,BBG000BRQYZ6,0
143,DLDJBQ-R,2020-09-09 00:00:00,BBG00NX1GR67,0
144,DLM4FD-R,2020-06-04 00:00:00,BBG000BW8G20,0
145,DLSMXK-R,2020-03-05 00:00:00,BBG000BX3BL3,1
146,DMRTGW-R,2020-09-29 00:00:00,BBG000DVB833,0
147,DMRWLY-R,2020-09-17 00:00:00,BBG000BJ26K7,1
148,DNSP7S-R,2020-09-24 00:00:00,BBG000QQFVK6,0
149,DNXT3N-R,2020-09-15 00:00:00,BBG000KS51L4,0
150,DP1H43-R,2020-09-03 00:00:00,BBG000CHLQ98,0
151,DQ5YSD-R,2020-10-01 00:00:00,BBG000DHPRW5,0
152,DQ7S83-R,2020-09-25 00:00:00,BBG000BRWTW3,0
153,DQ8HMS-R,2020-09-30 00:00:00,BBG000HF28Q9,0
154,DR8RC7-R,2020-09-17 00:00:00,BBG000Q90C31,0
155,DSG4N8-R,2020-09-29 00:00:00,BBG000BYFNG8,0
156,DSXPK2-R,2020-10-01 00:00:00,BBG0044K5DM4,0
157,DTKPJP-R,2020-09-25 00:00:00,BBG000B9XYV2,1
158,DTKZ1Y-R,2020-09-03 00:00:00,BBG000BCTLF6,1
159,DTL9Q8-R,2020-09-22 00:00:00,BBG000BG27V9,0
160,DVLVWW-R,2020-10-21 00:00:00,BBG000K4J3T0,0
161,DVLZ2Z-R,2020-06-12 00:00:00,BBG000C3HTJ7,0
162,DXSHYD-R,2020-09-29 00:00:00,BBG0058LJK80,0
163,DXV51X-R,2020-09-14 00:00:00,BBG000J0XLS5,1
164,DXVMZC-R,2020-09-14 00:00:00,BBG000F7VG25,0
165,DXZQS6-R,2020-08-31 00:00:00,BBG000NSCNT7,1
166,DZ1VZ9-R,2020-09-14 00:00:00,BBG000FC9X77,0
167,DZ4M6W-R,2020-11-05 00:00:00,BBG000JWS4F3,0
168,DZ4XT5-R,2020-09-29 00:00:00,BBG000BJTBJ9,1
169,F03K9Z-R,2020-09-03 00:00:00,BBG000BB92C5,0
170,F05QG0-R,2020-09-14 00:00:00,BBG000P458P3,1
171,F07DSQ-R,2020-09-29 00:00:00,BBG000QMKDM7,1
172,F17SJ1-R,2020-08-27 00:00:00,BBG000BB6G37,1
173,F18N4V-R,2020-09-30 00:00:00,BBG000BJY089,0
174,F1DFCD-R,2020-09-18 00:00:00,BBG000BR54L0,1
175,F2CT9X-R,2020-09-14 00:00:00,BBG00MT78G46,1
176,F2D739-R,2020-09-08 00:00:00,BBG000BCPB71,0
177,F3PM46-R,2020-09-29 00:00:00,BBG000BL3355,0
178,F4NVTL-R,2020-09-30 00:00:00,BBG000BGBRG2,1
179,F4P26S-R,2020-09-14 00:00:00,BBG000BL86D4,0
180,F5YSLP-R,2020-09-30 00:00:00,BBG000FB8PF8,0
181,F9C4XY-R,2020-10-01 00:00:00,BBG000FLF615,0
182,F9RYVG-R,2020-09-14 00:00:00,BBG008417VN4,0
183,F9VYPD-R,2020-09-08 00:00:00,BBG0078W3NQ3,1
184,FBGW4J-R,2020-10-05 00:00:00,BBG000G81WK0,0
185,FBRH67-R,2020-03-13 00:00:00,BBG006BFYQN0,0
186,FCPJZW-R,2020-09-08 00:00:00,BBG000LJW7M9,0
187,FDN05J-R,2020-09-09 00:00:00,BBG000BYFPY3,1
188,FDS1XB-R,2020-09-21 00:00:00,BBG000BJVN28,1
189,FDS65G-R,2020-09-03 00:00:00,BBG000Q3JN03,1
190,FDZBCQ-R,2020-09-11 00:00:00,BBG007HRJXJ3,0
191,FFSWN7-R,2020-09-02 00:00:00,BBG002ZCK2V9,0
192,FGVZR8-R,2020-09-29 00:00:00,BBG000BXL4N7,0
193,FJ1B1C-R,2020-09-03 00:00:00,BBG000BBHXQ3,1
194,FJ4J4C-R,2020-09-14 00:00:00,BBG000BHKYH4,1
195,FJ4S87-R,2020-09-15 00:00:00,BBG0068KVV91,0
196,FJ8GT6-R,2020-09-14 00:00:00,BBG000BND699,0
197,FK8XNL-R,2020-09-10 00:00:00,BBG000HHH6J1,0
198,FMDS8D-R,2020-09-03 00:00:00,BBG000BTCH57,1
199,FMG70R-R,2020-09-17 00:00:00,BBG000BM9909,0
200,FML2CC-R,2020-09-29 00:00:00,BBG000BJ9RS6,0
201,FML4HF-R,2020-09-21 00:00:00,BBG000JNJPB0,0
202,FNLD2R-R,2020-09-09 00:00:00,BBG000BGS5H1,0
203,FNPFXM-R,2020-09-29 00:00:00,BBG000F70XS4,0
204,FPPSQ1-R,2020-09-14 00:00:00,BBG000C4LN67,1
205,FPQ8MH-R,2020-09-08 00:00:00,BBG000BSZ3J0,0
206,FPTS9S-R,2020-09-09 00:00:00,BBG000CJJ5B0,0
207,FQN2KJ-R,2018-08-27 00:00:00,BBG000GMYYN6,0
208,FQV0X3-R,2020-09-10 00:00:00,BBG000BX0BJ9,0
209,FR2QLB-R,2019-12-09 00:00:00,BBG000G2WCQ7,0
210,FS319Q-R,2020-09-09 00:00:00,BBG000BJ81C1,1
211,FS32CR-R,2020-10-26 00:00:00,BBG000BJ8YN7,1
212,FS79Z7-R,2020-09-10 00:00:00,BBG00P2HLNY3,0
213,FV85BQ-R,2020-09-03 00:00:00,BBG000C1CPP7,1
214,FVDJNT-R,2020-09-29 00:00:00,BBG000BDQNT8,1
215,FXCW90-R,2020-09-29 00:00:00,BBG00CK391H4,0
216,FXF9Y8-R,2020-03-09 00:00:00,BBG00LPTHYD5,0
217,FXH4XG-R,2020-09-02 00:00:00,BBG000CGC1X8,1
218,FXNPGN-R,2020-09-29 00:00:00,BBG000M24R42,0
219,FXNXXW-R,2020-09-17 00:00:00,BBG000DKYBT7,0
220,FYT21Z-R,2020-09-21 00:00:00,BBG000TPV2Y6,1
221,FYT41X-R,2020-09-30 00:00:00,BBG000D898T9,1
222,FZRL7K-R,2020-09-14 00:00:00,BBG000BB8SW7,1
223,FZVN2F-R,2020-09-15 00:00:00,BBG006N7S6K9,0
224,FZY2QQ-R,2020-09-14 00:00:00,BBG000BSTBM5,0
225,G128VR-R,2020-09-17 00:00:00,BBG000BLD4K5,0
226,G12D1V-R,2020-10-14 00:00:00,BBG000BD9525,0
227,G6LX5T-R,2020-09-29 00:00:00,BBG000PL6TY8,0
228,G6QL68-R,2020-09-23 00:00:00,BBG000BB94N9,0
229,G7QVVM-R,2020-09-29 00:00:00,BBG000BGKJ70,0
230,G7VZQH-R,2020-09-16 00:00:00,BBG000BKWSR6,1
231,G8WDMZ-R,2020-09-11 00:00:00,BBG000BBVJZ8,1
232,GBB301-R,2020-09-09 00:00:00,BBG00161BCR0,0
233,GD97H9-R,2020-09-14 00:00:00,BBG000C15T59,0
234,GFJD83-R,2020-09-14 00:00:00,BBG000D6YCQ9,0
235,GGPDYX-R,2020-09-09 00:00:00,BBG000BHLYP4,1
236,GGPVTB-R,2020-09-11 00:00:00,BBG000CH5208,1
237,GHPR2P-R,2020-09-29 00:00:00,BBG009NX1JT8,0
238,GHRBRT-R,2020-10-02 00:00:00,BBG000QSGFZ0,0
239,GHSXS9-R,2020-09-04 00:00:00,BBG000BT2W28,0
240,GJSMWN-R,2020-09-11 00:00:00,BBG00D2Z7X83,0
241,GLKQYB-R,2020-09-29 00:00:00,BBG0093MWSL8,0
242,GN63J3-R,2020-09-03 00:00:00,BBG000BRK7L6,0
243,GN6KCJ-R,2020-09-01 00:00:00,BBG000BKTFN2,1
244,GN6RRQ-R,2020-09-10 00:00:00,BBG000BVVQQ8,1
245,GNCN29-R,2020-09-14 00:00:00,BBG000BFVZ83,0
246,GPBYWR-R,2020-08-27 00:00:00,BBG000JK57G6,0
247,GQGQ5C-R,2020-09-14 00:00:00,BBG000BLW530,1
248,GQJF2M-R,2020-09-24 00:00:00,BBG00GKJ8C78,0
249,GQLG9W-R,2020-10-08 00:00:00,BBG000BKCG12,0
250,GQMRT3-R,2020-06-30 00:00:00,BBG000BTQDZ8,0
251,GQQQL0-R,2020-09-29 00:00:00,BBG000NFPF36,0
252,GRLQZ7-R,2020-09-15 00:00:00,BBG000D0FMX3,1
253,GRMY8C-R,2020-09-25 00:00:00,BBG000BH3JF8,1
254,GRSDSK-R,2020-09-08 00:00:00,BBG000B9X8C0,1
255,GV15W1-R,2020-06-03 00:00:00,BBG000CZDVG8,0
256,GV323G-R,2020-09-29 00:00:00,BBG00GTR70S5,0
257,GW56V2-R,2020-09-15 00:00:00,BBG001KFNK01,0
258,GXCQ63-R,2020-09-18 00:00:00,BBG000FYNK80,1
259,GYG61J-R,2020-10-05 00:00:00,BBG000DPRDJ1,0
260,GZKFBN-R,2020-09-30 00:00:00,BBG000CQ1RV3,0
261,GZKHGQ-R,2020-09-01 00:00:00,BBG000C1XVK6,1
262,GZKX83-R,2020-09-29 00:00:00,BBG000DHSM26,0
263,GZPJ4H-R,2020-09-29 00:00:00,BBG000BBLPH5,0
264,H0PH6K-R,2020-09-24 00:00:00,BBG000BLH2H9,0
265,H1PJDP-R,2020-10-02 00:00:00,BBG00NKSM4N7,0
266,H1YQ4H-R,2020-09-29 00:00:00,BBG000FPKQ16,0
267,H2VXTV-R,2020-09-15 00:00:00,BBG000BV0VK7,0
268,H2Z61X-R,2020-09-14 00:00:00,BBG000BGTYG8,0
269,H30FF2-R,2020-09-14 00:00:00,BBG000F1C7F5,0
270,H30JM5-R,2020-09-29 00:00:00,BBG000PT2W50,0
271,H3YZST-R,2020-09-10 00:00:00,BBG000BWKB81,0
272,H3ZBG4-R,2020-09-29 00:00:00,BBG000C4JX31,0
273,H41T5G-R,2020-09-14 00:00:00,BBG000D24XW8,0
274,H579SQ-R,2020-10-02 00:00:00,BBG000BVJNQ9,0
275,H5K33K-R,2020-09-29 00:00:00,BBG00L17LGJ7,0
276,H679XT-R,2020-09-29 00:00:00,BBG00NNG2ZJ8,1
277,H6L5S4-R,2020-09-29 00:00:00,BBG001J94C33,1
278,H7GTBY-R,2020-09-30 00:00:00,BBG000LF59X1,0
279,HBSF17-R,2020-09-10 00:00:00,BBG000BY1L13,0
280,HBYFLY-R,2020-10-01 00:00:00,BBG000BHT631,0
281,HCY56S-R,2020-09-29 00:00:00,BBG000NN5D27,0
282,HD2R26-R,2020-09-29 00:00:00,BBG000CTY4J6,0
283,HD33NF-R,2020-09-01 00:00:00,BBG000C34WJ4,0
284,HF4YDC-R,2020-09-29 00:00:00,BBG000LX4D19,1
285,HG11ZP-R,2019-12-11 00:00:00,BBG002Z64Q38,0
286,HGB012-R,2020-03-25 00:00:00,BBG000DPXVW9,0
287,HHB3C8-R,2020-09-29 00:00:00,BBG000D4LWF6,1
288,HHJW8M-R,2020-09-18 00:00:00,BBG000QBJ2V7,0
289,HJHV1C-R,2020-10-02 00:00:00,BBG0062RX864,0
290,HJY4YC-R,2020-09-10 00:00:00,BBG000R3NPZ4,0
291,HKL732-R,2020-09-14 00:00:00,BBG000BLP360,0
292,HKLJPC-R,2020-09-29 00:00:00,BBG000BQ8KV2,1
293,HKM07G-R,2020-10-07 00:00:00,BBG00GSR1BG1,0
294,HKRHNJ-R,2020-09-09 00:00:00,BBG005RVGZ41,0
295,HLVN92-R,2020-09-24 00:00:00,BBG000C02DQ6,0
296,HMVVTC-R,2020-09-29 00:00:00,BBG000BD0TF8,1
297,HN0ZL5-R,2020-09-14 00:00:00,BBG000C20FG0,1
298,HNZXP8-R,2020-09-10 00:00:00,BBG000F9GSX8,0
299,HP58X9-R,2020-09-17 00:00:00,BBG000F7RCJ1,1
300,HQ9PFJ-R,2020-09-17 00:00:00,BBG000BLVNB3,0
301,HSDNBH-R,2020-07-10 00:00:00,BBG000C2FPB7,0
302,HSFSHK-R,2020-09-10 00:00:00,BBG000BVXC87,0
303,HSKR18-R,2020-09-29 00:00:00,BBG000CCBBV8,0
304,HSRBVN-R,2020-09-29 00:00:00,BBG002G5MDH5,0
305,HTP7VN-R,2020-09-24 00:00:00,BBG000BRXTR8,0
306,HTR9SL-R,2020-09-14 00:00:00,BBG000Q383R0,0
307,HWSTY6-R,2018-08-27 00:00:00,BBG000CHXVD9,0
308,HWTLCX-R,2020-07-07 00:00:00,BBG000BXRM15,0
309,HXYQCW-R,2020-06-22 00:00:00,BBG000BK6KY4,0
310,HY2LSJ-R,2020-09-09 00:00:00,BBG000C5QMH9,0
311,HZL0TL-R,2020-09-29 00:00:00,BBG000FBRL11,0
312,HZPDYF-R,2020-09-29 00:00:00,BBG003QPMHR8,0
313,J1KJMT-R,2020-09-29 00:00:00,BBG00473FTW2,0
314,J2559F-R,2020-08-17 00:00:00,BBG0021PGB60,0
315,J2J1YJ-R,2020-09-14 00:00:00,BBG000BF4D19,0
316,J2LVSN-R,2020-09-03 00:00:00,BBG004MN1R41,1
317,J2MGFQ-R,2020-09-29 00:00:00,BBG000HJS1F0,0
318,J3MCCQ-R,2020-09-14 00:00:00,BBG000FD5BY7,0
319,J3NGGR-R,2020-09-03 00:00:00,BBG000C126H9,0
320,J4CXYG-R,2020-09-01 00:00:00,BBG0079T1PZ6,0
321,J536YW-R,2020-09-29 00:00:00,BBG001HPC9F4,0
322,J5XSLR-R,2020-09-15 00:00:00,BBG000FL7N17,1
323,J6174Z-R,2015-12-29 00:00:00,BBG000P4MVD6,0
324,J61GM6-R,2020-09-03 00:00:00,BBG000BRF322,1
325,J62GJ4-R,2020-09-29 00:00:00,BBG000QDW4N3,0
326,J65BNH-R,2020-09-14 00:00:00,BBG000HF3TZ2,0
327,J70ZTV-R,2020-09-29 00:00:00,BBG000BH1NH9,1
328,J89J6Y-R,2020-09-24 00:00:00,BBG000BNWG87,1
329,J89TT7-R,2020-09-04 00:00:00,BBG000BJXCF6,0
330,J8BTQ5-R,2020-09-10 00:00:00,BBG000F1ZL96,0
331,J999YV-R,2020-09-14 00:00:00,BBG000CS5RD5,0
332,J9F59G-R,2020-09-15 00:00:00,BBG000BB5373,1
333,J9FK0T-R,2020-09-14 00:00:00,BBG000HL7499,1
334,J9GKZS-R,2020-09-23 00:00:00,BBG000C16GW6,0
335,JBBD4Z-R,2020-09-29 00:00:00,BBG004N62BQ7,0
336,JDPV6W-R,2020-07-30 00:00:00,BBG000B9YY14,0
337,JDVG06-R,2020-09-15 00:00:00,BBG000PNGVR6,0
338,JFXM8B-R,2020-10-15 00:00:00,BBG000CGQ4F7,0
339,JGY3G0-R,2020-06-11 00:00:00,BBG000JK82B9,0
340,JJ65VK-R,2020-09-30 00:00:00,BBG000C4C3S7,0
341,JJ8MHV-R,2020-01-23 00:00:00,BBG000CL9JV4,0
342,JJ8Z55-R,2020-09-09 00:00:00,BBG000DD8WX1,0
343,JK7JJX-R,2020-09-16 00:00:00,BBG000BLNZL4,1
344,JK8QV1-R,2020-09-15 00:00:00,BBG000BJ68B9,0
345,JKF4C9-R,2020-09-29 00:00:00,BBG000R80WL8,0
346,JKGP5M-R,2020-09-15 00:00:00,BBG000C1FB75,1
347,JLJ0VZ-R,2020-08-31 00:00:00,BBG000C6CFJ5,1
348,JMHYW0-R,2020-09-17 00:00:00,BBG000BR14K5,1
349,JMN700-R,2020-09-29 00:00:00,BBG000K514H7,0
350,JNPGH8-R,2020-09-04 00:00:00,BBG000BTNMF3,0
351,JNTWYF-R,2020-09-14 00:00:00,BBG000BXLFS7,0
352,JPYFTV-R,2020-09-16 00:00:00,BBG000BHQ7B3,0
353,JPYZWC-R,2020-09-04 00:00:00,BBG000DDMV58,0
354,JQZ00G-R,2020-09-30 00:00:00,BBG000BKFBD7,1
355,JS6B3F-R,2020-09-03 00:00:00,BBG000BK5DP1,1
356,JS6D7H-R,2015-12-29 00:00:00,BBG000PLD867,0
357,JTC2F3-R,2020-08-20 00:00:00,BBG000RHNHS9,0
358,JTDXTQ-R,2020-09-25 00:00:00,BBG000C5HSJ4,0
359,JVFR13-R,2020-09-14 00:00:00,BBG00FX58Q66,0
360,JWGNCJ-R,2020-09-03 00:00:00,BBG000BJ9B29,0
361,JWQ4NK-R,2020-09-01 00:00:00,BBG000BXH0Q7,0
362,JXJG1F-R,2020-09-29 00:00:00,BBG003SG83Y5,0
363,JXLTFJ-R,2020-06-02 00:00:00,BBG000CHR507,0
364,JXMYLL-R,2020-09-04 00:00:00,BBG000CHD174,0
365,JXR1HH-R,2020-09-24 00:00:00,BBG000FJWCT8,0
366,JYRLP3-R,2020-05-29 00:00:00,BBG000BM9BQ6,0
367,JYWMBW-R,2020-09-14 00:00:00,BBG000CKGBP2,1
368,JZW9WP-R,2020-09-25 00:00:00,BBG000FKTHQ1,0
369,K0SS5D-R,2020-09-14 00:00:00,BBG003385P56,0
370,K1049C-R,2020-09-10 00:00:00,BBG000BJ41X2,0
371,K2B2CS-R,2020-09-29 00:00:00,BBG000CZ78J3,0
372,K4KFNW-R,2020-09-01 00:00:00,BBG000BF20N5,0
373,K4KM01-R,2020-09-01 00:00:00,BBG000BCBS51,0
374,K5PFDQ-R,2020-09-29 00:00:00,BBG000CKGDS5,0
375,K6Q83L-R,2020-09-08 00:00:00,BBG000BCG226,1
376,K6QB7N-R,2020-09-14 00:00:00,BBG000G3TQV2,0
377,K6RW63-R,2020-09-14 00:00:00,BBG000C496P7,1
378,K7TD6M-R,2020-09-29 00:00:00,BBG000BB72K8,0
379,K7TPSX-R,2020-09-01 00:00:00,BBG000BBJQV0,1
380,K8ZVRV-R,2020-09-10 00:00:00,BBG000F6ZWH2,0
381,KB74SS-R,2020-09-17 00:00:00,BBG000BKWCS0,0
